Column1,reform,district,population,child_population,young_child_population,metric_name,metric_value,mappable_measures.current|new|change,mappable_measures.demog,mappable_measures.pov|deep_pov,monthly_benefit,target_demog
93,"All Children 200","043",111884.09461572432,21848.458460065282,6911.1266498892,"new_child_deep_pov_rate",5.283905277091459,"new level of","child","deep_pov","200","All Children"
94,"All Children 200","030",133756.55459118503,28419.482580628835,8782.2842459048043,"new_child_deep_pov_rate",1.0086130986367976,"new level of","child","deep_pov","200","All Children"
95,"All Children 200","033",145629.0160642016,33012.007005937645,8479.4744565959336,"new_child_deep_pov_rate",0.3869680597610845,"new level of","child","deep_pov","200","All Children"
96,"All Children 200","028",153445.79015279879,36302.886635973045,8134.7281513871967,"new_child_deep_pov_rate",1.0965018679345981,"new level of","child","deep_pov","200","All Children"
97,"All Children 200","038",129652.98299008676,26979.170409235296,6765.31757045423,"new_child_deep_pov_rate",2.1088035876354705,"new level of","child","deep_pov","200","All Children"
98,"Young Children 100","Maryland",6319406.0000000009,1390540,376011,"new_child_deep_pov_rate",3.4851928027960359,"new level of","child","deep_pov","100","Young Children"
99,"Young Children 100","036",137998.50638469058,27920.790532813553,6638.5901737524446,"new_child_deep_pov_rate",1.8274590320004231,"new level of","child","deep_pov","100","Young Children"
100,"Young Children 100","037",131847.5727120465,26621.154768906068,6302.7775331241928,"new_child_deep_pov_rate",3.1886470885025346,"new level of","child","deep_pov","100","Young Children"
102,"Young Children 100","021",136305.61122424339,30624.509722630184,10004.392169817478,"new_child_deep_pov_rate",2.3153418761233047,"new level of","child","deep_pov","100","Young Children"
103,"Young Children 100","022",136174.39003771869,33567.938360299871,11379.632850923492,"new_child_deep_pov_rate",4.249022167825248,"new level of","child","deep_pov","100","Young Children"
104,"Young Children 100","023",133548.15767913003,27862.335125054648,6988.339586682655,"new_child_deep_pov_rate",0.6254186364870884,"new level of","child","deep_pov","100","Young Children"
105,"Young Children 100","024",130034.15953075975,28421.306083763156,7178.4315357458217,"new_child_deep_pov_rate",1.166093394702183,"new level of","child","deep_pov","100","Young Children"
106,"Young Children 100","004",148118.0657334245,34677.090763515211,8386.1615958809634,"new_child_deep_pov_rate",2.6038377290491024,"new level of","child","deep_pov","100","Young Children"
107,"Young Children 100","005",137093.76127801463,28591.270748825431,6856.0700265040568,"new_child_deep_pov_rate",2.156283566058002,"new level of","child","deep_pov","100","Young Children"
108,"Young Children 100","009",151926.23747424368,35147.859860699609,8316.4453361316409,"new_child_deep_pov_rate",1.4957874002814924,"new level of","child","deep_pov","100","Young Children"
109,"Young Children 100","040",104197.73262145191,21160.71358460886,6593.2446455830441,"new_child_deep_pov_rate",10.828979771245146,"new level of","child","deep_pov","100","Young Children"
110,"Young Children 100","045",117771.95295508276,24269.640233569524,7359.3565844502846,"new_child_deep_pov_rate",7.872543029387832,"new level of","child","deep_pov","100","Young Children"
111,"Young Children 100","046",115319.12860217909,23573.20187336759,6814.72179616557,"new_child_deep_pov_rate",14.495182911042455,"new level of","child","deep_pov","100","Young Children"
112,"Young Children 100","007",141761.4907281592,29232.372454450477,7020.8475738868392,"new_child_deep_pov_rate",2.23996556030034,"new level of","child","deep_pov","100","Young Children"
113,"Young Children 100","034",134751.91586952424,30031.386383115554,8292.5063647274474,"new_child_deep_pov_rate",7.504162084526496,"new level of","child","deep_pov","100","Young Children"
114,"Young Children 100","035",138772.6739831373,29334.717660360671,7224.587102113348,"new_child_deep_pov_rate",2.5094309272937014,"new level of","child","deep_pov","100","Young Children"
115,"Young Children 100","015",132970.1432124917,28885.262020136455,6484.8955625725412,"new_child_deep_pov_rate",1.5189974159998543,"new level of","child","deep_pov","100","Young Children"
116,"Young Children 100","016",135523.97006429,28924.258288966797,6520.4750057160345,"new_child_deep_pov_rate",2.6596097289723106,"new level of","child","deep_pov","100","Young Children"
117,"Young Children 100","017",148403.13987533527,29756.943061387559,6457.7330475958806,"new_child_deep_pov_rate",1.2776110673146446,"new level of","child","deep_pov","100","Young Children"
118,"Young Children 100","018",141525.8510196117,33389.856048763984,10139.888772464239,"new_child_deep_pov_rate",4.3556348580818591,"new level of","child","deep_pov","100","Young Children"
119,"Young Children 100","019",150024.3023403057,36756.84048023443,11018.291570962498,"new_child_deep_pov_rate",3.7852021833423755,"new level of","child","deep_pov","100","Young Children"
120,"Young Children 100","039",125782.827895456,28604.806028785453,8018.6277294036481,"new_child_deep_pov_rate",1.5693470422434463,"new level of","child","deep_pov","100","Young Children"
121,"Young Children 100","027",149478.66811975132,33012.956909311855,7724.5607938922458,"new_child_deep_pov_rate",4.4193766211368883,"new level of","child","deep_pov","100","Young Children"
122,"Young Children 100","029",145298.59229879008,33493.227898020341,7307.3528943071851,"new_child_deep_pov_rate",7.1000855431993166,"new level of","child","deep_pov","100","Young Children"
123,"Young Children 100","014",141946.04743803211,34745.048265983918,8938.4926896043617,"new_child_deep_pov_rate",1.9416320192332643,"new level of","child","deep_pov","100","Young Children"
124,"Young Children 100","020",141302.71815447757,32011.985805741428,10487.595621680797,"new_child_deep_pov_rate",4.3033651278127811,"new level of","child","deep_pov","100","Young Children"
125,"Young Children 100","003",140518.83013425834,30562.05982737942,8474.6194131600951,"new_child_deep_pov_rate",2.9769987708947934,"new level of","child","deep_pov","100","Young Children"
126,"Young Children 100","010",130559.54700365491,29764.686280670492,8255.4134121284442,"new_child_deep_pov_rate",2.4959378966236878,"new level of","child","deep_pov","100","Young Children"
127,"Young Children 100","012",130908.08116763597,30119.172576573583,8139.57585812543,"new_child_deep_pov_rate",1.126651147198068,"new level of","child","deep_pov","100","Young Children"
128,"Young Children 100","044",117785.24830688488,26235.511256030055,7311.2666970359005,"new_child_deep_pov_rate",3.7100041728613893,"new level of","child","deep_pov","100","Young Children"
129,"Young Children 100","006",125611.7874249458,26627.900369576055,6495.668314121458,"new_child_deep_pov_rate",7.2809066585510589,"new level of","child","deep_pov","100","Young Children"
130,"Young Children 100","008",131122.27886295505,27579.985376932043,8905.3861816061562,"new_child_deep_pov_rate",3.6241337762511128,"new level of","child","deep_pov","100","Young Children"
131,"Young Children 100","042",131511.08893079936,27892.913901601019,7397.1411669178988,"new_child_deep_pov_rate",5.0436100604696428,"new level of","child","deep_pov","100","Young Children"
132,"Young Children 100","001",114170.96362899712,21238.114213837565,5578.4352729718958,"new_child_deep_pov_rate",4.2089366598234514,"new level of","child","deep_pov","100","Young Children"
133,"Young Children 100","013",148745.83789038018,36389.271209665174,9943.9343175790709,"new_child_deep_pov_rate",1.2426638935041578,"new level of","child","deep_pov","100","Young Children"
134,"Young Children 100","031",145270.88316427977,32619.544246425525,9982.382059260528,"new_child_deep_pov_rate",3.0199825126899955,"new level of","child","deep_pov","100","Young Children"
135,"Young Children 100","032",156224.75947178405,34893.134200191911,9381.8869534363148,"new_child_deep_pov_rate",1.3773803954014243,"new level of","child","deep_pov","100","Young Children"
136,"Young Children 100","011",133963.79563157394,29444.971972330313,6855.220284896709,"new_child_deep_pov_rate",1.5626229634399309,"new level of","child","deep_pov","100","Young Children"
137,"Young Children 100","025",126097.64789268172,26867.999196267705,6875.9303363584777,"new_child_deep_pov_rate",1.2118178733982772,"new level of","child","deep_pov","100","Young Children"
138,"Young Children 100","026",127742.05797427213,24824.052780939528,6997.0551868390212,"new_child_deep_pov_rate",1.6612041248760372,"new level of","child","deep_pov","100","Young Children"
139,"Young Children 100","041",112002.38869914619,23320.69949570873,7424.021401765578,"new_child_deep_pov_rate",9.4528881254542529,"new level of","child","deep_pov","100","Young Children"
140,"Young Children 100","002",133897.03637100285,29704.885786162435,7834.5647270281042,"new_child_deep_pov_rate",3.2287659070730985,"new level of","child","deep_pov","100","Young Children"
141,"Young Children 100","047",131027.71179840367,35275.61925455575,12631.548778848854,"new_child_deep_pov_rate",5.1266083514702405,"new level of","child","deep_pov","100","Young Children"
142,"Young Children 100","043",111884.09461572432,21848.458460065282,6911.1266498892,"new_child_deep_pov_rate",6.695144453603576,"new level of","child","deep_pov","100","Young Children"
143,"Young Children 100","030",133756.55459118503,28419.482580628835,8782.2842459048043,"new_child_deep_pov_rate",1.0231180269567874,"new level of","child","deep_pov","100","Young Children"
144,"Young Children 100","033",145629.0160642016,33012.007005937645,8479.4744565959336,"new_child_deep_pov_rate",0.48693791440321038,"new level of","child","deep_pov","100","Young Children"
145,"Young Children 100","028",153445.79015279879,36302.886635973045,8134.7281513871967,"new_child_deep_pov_rate",1.5186065693076511,"new level of","child","deep_pov","100","Young Children"
146,"Young Children 100","038",129652.98299008676,26979.170409235296,6765.31757045423,"new_child_deep_pov_rate",6.0194330254658048,"new level of","child","deep_pov","100","Young Children"
147,"Young Children 200","Maryland",6319406.0000000009,1390540,376011,"new_child_deep_pov_rate",3.4119838336185939,"new level of","child","deep_pov","200","Young Children"
148,"Young Children 200","036",137998.50638469058,27920.790532813553,6638.5901737524446,"new_child_deep_pov_rate",1.8274590320004231,"new level of","child","deep_pov","200","Young Children"
149,"Young Children 200","037",131847.5727120465,26621.154768906068,6302.7775331241928,"new_child_deep_pov_rate",3.1886470885025346,"new level of","child","deep_pov","200","Young Children"
151,"Young Children 200","021",136305.61122424339,30624.509722630184,10004.392169817478,"new_child_deep_pov_rate",2.3153418761233047,"new level of","child","deep_pov","200","Young Children"
152,"Young Children 200","022",136174.39003771869,33567.938360299871,11379.632850923492,"new_child_deep_pov_rate",4.249022167825248,"new level of","child","deep_pov","200","Young Children"
153,"Young Children 200","023",133548.15767913003,27862.335125054648,6988.339586682655,"new_child_deep_pov_rate",0.6254186364870884,"new level of","child","deep_pov","200","Young Children"
154,"Young Children 200","024",130034.15953075975,28421.306083763156,7178.4315357458217,"new_child_deep_pov_rate",1.166093394702183,"new level of","child","deep_pov","200","Young Children"
155,"Young Children 200","004",148118.0657334245,34677.090763515211,8386.1615958809634,"new_child_deep_pov_rate",2.5606284461161244,"new level of","child","deep_pov","200","Young Children"
156,"Young Children 200","005",137093.76127801463,28591.270748825431,6856.0700265040568,"new_child_deep_pov_rate",1.6245972073039743,"new level of","child","deep_pov","200","Young Children"
157,"Young Children 200","009",151926.23747424368,35147.859860699609,8316.4453361316409,"new_child_deep_pov_rate",1.4075874600973823,"new level of","child","deep_pov","200","Young Children"
158,"Young Children 200","040",104197.73262145191,21160.71358460886,6593.2446455830441,"new_child_deep_pov_rate",10.073853282479231,"new level of","child","deep_pov","200","Young Children"
159,"Young Children 200","045",117771.95295508276,24269.640233569524,7359.3565844502846,"new_child_deep_pov_rate",7.872543029387832,"new level of","child","deep_pov","200","Young Children"
160,"Young Children 200","046",115319.12860217909,23573.20187336759,6814.72179616557,"new_child_deep_pov_rate",14.495182911042455,"new level of","child","deep_pov","200","Young Children"
161,"Young Children 200","007",141761.4907281592,29232.372454450477,7020.8475738868392,"new_child_deep_pov_rate",2.23996556030034,"new level of","child","deep_pov","200","Young Children"
162,"Young Children 200","034",134751.91586952424,30031.386383115554,8292.5063647274474,"new_child_deep_pov_rate",7.504162084526496,"new level of","child","deep_pov","200","Young Children"
163,"Young Children 200","035",138772.6739831373,29334.717660360671,7224.587102113348,"new_child_deep_pov_rate",2.5094309272937014,"new level of","child","deep_pov","200","Young Children"
164,"Young Children 200","015",132970.1432124917,28885.262020136455,6484.8955625725412,"new_child_deep_pov_rate",1.4949674959478871,"new level of","child","deep_pov","200","Young Children"
165,"Young Children 200","016",135523.97006429,28924.258288966797,6520.4750057160345,"new_child_deep_pov_rate",2.5329096549390062,"new level of","child","deep_pov","200","Young Children"
166,"Young Children 200","017",148403.13987533527,29756.943061387559,6457.7330475958806,"new_child_deep_pov_rate",1.2773480802283561,"new level of","child","deep_pov","200","Young Children"
167,"Young Children 200","018",141525.8510196117,33389.856048763984,10139.888772464239,"new_child_deep_pov_rate",4.3246865933411023,"new level of","child","deep_pov","200","Young Children"
168,"Young Children 200","019",150024.3023403057,36756.84048023443,11018.291570962498,"new_child_deep_pov_rate",3.6540069211317889,"new level of","child","deep_pov","200","Young Children"
169,"Young Children 200","039",125782.827895456,28604.806028785453,8018.6277294036481,"new_child_deep_pov_rate",1.5693470422434463,"new level of","child","deep_pov","200","Young Children"
170,"Young Children 200","027",149478.66811975132,33012.956909311855,7724.5607938922458,"new_child_deep_pov_rate",4.4193766211368883,"new level of","child","deep_pov","200","Young Children"
171,"Young Children 200","029",145298.59229879008,33493.227898020341,7307.3528943071851,"new_child_deep_pov_rate",7.1000855431993166,"new level of","child","deep_pov","200","Young Children"
172,"Young Children 200","014",141946.04743803211,34745.048265983918,8938.4926896043617,"new_child_deep_pov_rate",1.4788329825575108,"new level of","child","deep_pov","200","Young Children"
173,"Young Children 200","020",141302.71815447757,32011.985805741428,10487.595621680797,"new_child_deep_pov_rate",4.050406693507818,"new level of","child","deep_pov","200","Young Children"
174,"Young Children 200","003",140518.83013425834,30562.05982737942,8474.6194131600951,"new_child_deep_pov_rate",2.9769987708947934,"new level of","child","deep_pov","200","Young Children"
175,"Young Children 200","010",130559.54700365491,29764.686280670492,8255.4134121284442,"new_child_deep_pov_rate",2.4959378966236878,"new level of","child","deep_pov","200","Young Children"
176,"Young Children 200","012",130908.08116763597,30119.172576573583,8139.57585812543,"new_child_deep_pov_rate",1.126651147198068,"new level of","child","deep_pov","200","Young Children"
177,"Young Children 200","044",117785.24830688488,26235.511256030055,7311.2666970359005,"new_child_deep_pov_rate",3.6118198179239966,"new level of","child","deep_pov","200","Young Children"
178,"Young Children 200","006",125611.7874249458,26627.900369576055,6495.668314121458,"new_child_deep_pov_rate",7.2809066585510589,"new level of","child","deep_pov","200","Young Children"
179,"Young Children 200","008",131122.27886295505,27579.985376932043,8905.3861816061562,"new_child_deep_pov_rate",3.6241337762511128,"new level of","child","deep_pov","200","Young Children"
180,"Young Children 200","042",131511.08893079936,27892.913901601019,7397.1411669178988,"new_child_deep_pov_rate",5.0436100604696428,"new level of","child","deep_pov","200","Young Children"
181,"Young Children 200","001",114170.96362899712,21238.114213837565,5578.4352729718958,"new_child_deep_pov_rate",4.2089366598234514,"new level of","child","deep_pov","200","Young Children"
182,"Young Children 200","013",148745.83789038018,36389.271209665174,9943.9343175790709,"new_child_deep_pov_rate",1.2426638935041578,"new level of","child","deep_pov","200","Young Children"
183,"Young Children 200","031",145270.88316427977,32619.544246425525,9982.382059260528,"new_child_deep_pov_rate",3.0199825126899955,"new level of","child","deep_pov","200","Young Children"
184,"Young Children 200","032",156224.75947178405,34893.134200191911,9381.8869534363148,"new_child_deep_pov_rate",1.3773803954014243,"new level of","child","deep_pov","200","Young Children"
185,"Young Children 200","011",133963.79563157394,29444.971972330313,6855.220284896709,"new_child_deep_pov_rate",1.5626229634399309,"new level of","child","deep_pov","200","Young Children"
186,"Young Children 200","025",126097.64789268172,26867.999196267705,6875.9303363584777,"new_child_deep_pov_rate",1.2118178733982772,"new level of","child","deep_pov","200","Young Children"
187,"Young Children 200","026",127742.05797427213,24824.052780939528,6997.0551868390212,"new_child_deep_pov_rate",1.6612041248760372,"new level of","child","deep_pov","200","Young Children"
188,"Young Children 200","041",112002.38869914619,23320.69949570873,7424.021401765578,"new_child_deep_pov_rate",8.2074251449252333,"new level of","child","deep_pov","200","Young Children"
189,"Young Children 200","002",133897.03637100285,29704.885786162435,7834.5647270281042,"new_child_deep_pov_rate",3.2287659070730985,"new level of","child","deep_pov","200","Young Children"
190,"Young Children 200","047",131027.71179840367,35275.61925455575,12631.548778848854,"new_child_deep_pov_rate",5.1266083514702405,"new level of","child","deep_pov","200","Young Children"
191,"Young Children 200","043",111884.09461572432,21848.458460065282,6911.1266498892,"new_child_deep_pov_rate",6.695144453603576,"new level of","child","deep_pov","200","Young Children"
192,"Young Children 200","030",133756.55459118503,28419.482580628835,8782.2842459048043,"new_child_deep_pov_rate",1.0231180269567874,"new level of","child","deep_pov","200","Young Children"
193,"Young Children 200","033",145629.0160642016,33012.007005937645,8479.4744565959336,"new_child_deep_pov_rate",0.48693791440321038,"new level of","child","deep_pov","200","Young Children"
194,"Young Children 200","028",153445.79015279879,36302.886635973045,8134.7281513871967,"new_child_deep_pov_rate",1.5186065693076511,"new level of","child","deep_pov","200","Young Children"
195,"Young Children 200","038",129652.98299008676,26979.170409235296,6765.31757045423,"new_child_deep_pov_rate",6.0194330254658048,"new level of","child","deep_pov","200","Young Children"
0,"All Children 100","Maryland",6319406.0000000009,1390540,376011,"new_young_child_deep_pov_rate",2.7100271002710028,"new level of","young_child","deep_pov","100","All Children"
1,"All Children 100","036",137998.50638469058,27920.790532813553,6638.5901737524446,"new_young_child_deep_pov_rate",0.36478072265690825,"new level of","young_child","deep_pov","100","All Children"
2,"All Children 100","037",131847.5727120465,26621.154768906068,6302.7775331241928,"new_young_child_deep_pov_rate",1.3150019768797585,"new level of","young_child","deep_pov","100","All Children"
4,"All Children 100","021",136305.61122424339,30624.509722630184,10004.392169817478,"new_young_child_deep_pov_rate",2.4380854497656816,"new level of","young_child","deep_pov","100","All Children"
5,"All Children 100","022",136174.39003771869,33567.938360299871,11379.632850923492,"new_young_child_deep_pov_rate",5.7851106319136019,"new level of","young_child","deep_pov","100","All Children"
6,"All Children 100","023",133548.15767913003,27862.335125054648,6988.339586682655,"new_young_child_deep_pov_rate",0.53736600714453819,"new level of","young_child","deep_pov","100","All Children"
7,"All Children 100","024",130034.15953075975,28421.306083763156,7178.4315357458217,"new_young_child_deep_pov_rate",0.49511537284245583,"new level of","young_child","deep_pov","100","All Children"
8,"All Children 100","004",148118.0657334245,34677.090763515211,8386.1615958809634,"new_young_child_deep_pov_rate",2.5700883109405144,"new level of","young_child","deep_pov","100","All Children"
9,"All Children 100","005",137093.76127801463,28591.270748825431,6856.0700265040568,"new_young_child_deep_pov_rate",0.5935050391937291,"new level of","young_child","deep_pov","100","All Children"
10,"All Children 100","009",151926.23747424368,35147.859860699609,8316.4453361316409,"new_young_child_deep_pov_rate",0.94616985050039881,"new level of","young_child","deep_pov","100","All Children"
11,"All Children 100","040",104197.73262145191,21160.71358460886,6593.2446455830441,"new_young_child_deep_pov_rate",8.8315772908218229,"new level of","young_child","deep_pov","100","All Children"
12,"All Children 100","045",117771.95295508276,24269.640233569524,7359.3565844502846,"new_young_child_deep_pov_rate",3.1657034633307859,"new level of","young_child","deep_pov","100","All Children"
13,"All Children 100","046",115319.12860217909,23573.20187336759,6814.72179616557,"new_young_child_deep_pov_rate",6.1454971294681835,"new level of","young_child","deep_pov","100","All Children"
14,"All Children 100","007",141761.4907281592,29232.372454450477,7020.8475738868392,"new_young_child_deep_pov_rate",4.4997958036222379,"new level of","young_child","deep_pov","100","All Children"
15,"All Children 100","034",134751.91586952424,30031.386383115554,8292.5063647274474,"new_young_child_deep_pov_rate",11.767745836500723,"new level of","young_child","deep_pov","100","All Children"
16,"All Children 100","035",138772.6739831373,29334.717660360671,7224.587102113348,"new_young_child_deep_pov_rate",3.1039502656549067,"new level of","young_child","deep_pov","100","All Children"
17,"All Children 100","015",132970.1432124917,28885.262020136455,6484.8955625725412,"new_young_child_deep_pov_rate",1.3778532525359657,"new level of","young_child","deep_pov","100","All Children"
18,"All Children 100","016",135523.97006429,28924.258288966797,6520.4750057160345,"new_young_child_deep_pov_rate",1.3530363293986647,"new level of","young_child","deep_pov","100","All Children"
19,"All Children 100","017",148403.13987533527,29756.943061387559,6457.7330475958806,"new_young_child_deep_pov_rate",0.24255261828940916,"new level of","young_child","deep_pov","100","All Children"
20,"All Children 100","018",141525.8510196117,33389.856048763984,10139.888772464239,"new_young_child_deep_pov_rate",1.2083385194442249,"new level of","young_child","deep_pov","100","All Children"
21,"All Children 100","019",150024.3023403057,36756.84048023443,11018.291570962498,"new_young_child_deep_pov_rate",1.0199665971437475,"new level of","young_child","deep_pov","100","All Children"
22,"All Children 100","039",125782.827895456,28604.806028785453,8018.6277294036481,"new_young_child_deep_pov_rate",3.6151163207429726,"new level of","young_child","deep_pov","100","All Children"
23,"All Children 100","027",149478.66811975132,33012.956909311855,7724.5607938922458,"new_young_child_deep_pov_rate",2.381197064054358,"new level of","young_child","deep_pov","100","All Children"
24,"All Children 100","029",145298.59229879008,33493.227898020341,7307.3528943071851,"new_young_child_deep_pov_rate",4.2505792193904828,"new level of","young_child","deep_pov","100","All Children"
25,"All Children 100","014",141946.04743803211,34745.048265983918,8938.4926896043617,"new_young_child_deep_pov_rate",1.3337104018598114,"new level of","young_child","deep_pov","100","All Children"
26,"All Children 100","020",141302.71815447757,32011.985805741428,10487.595621680797,"new_young_child_deep_pov_rate",1.9428328920148004,"new level of","young_child","deep_pov","100","All Children"
27,"All Children 100","003",140518.83013425834,30562.05982737942,8474.6194131600951,"new_young_child_deep_pov_rate",2.2004414161734931,"new level of","young_child","deep_pov","100","All Children"
29,"All Children 100","012",130908.08116763597,30119.172576573583,8139.57585812543,"new_young_child_deep_pov_rate",0.70400584558053259,"new level of","young_child","deep_pov","100","All Children"
30,"All Children 100","044",117785.24830688488,26235.511256030055,7311.2666970359005,"new_young_child_deep_pov_rate",2.0978051365483115,"new level of","young_child","deep_pov","100","All Children"
31,"All Children 100","006",125611.7874249458,26627.900369576055,6495.668314121458,"new_young_child_deep_pov_rate",3.2699866035225975,"new level of","young_child","deep_pov","100","All Children"
32,"All Children 100","008",131122.27886295505,27579.985376932043,8905.3861816061562,"new_young_child_deep_pov_rate",4.5961989183872145,"new level of","young_child","deep_pov","100","All Children"
33,"All Children 100","042",131511.08893079936,27892.913901601019,7397.1411669178988,"new_young_child_deep_pov_rate",5.7477675427355273,"new level of","young_child","deep_pov","100","All Children"
34,"All Children 100","001",114170.96362899712,21238.114213837565,5578.4352729718958,"new_young_child_deep_pov_rate",1.3969078277108646,"new level of","young_child","deep_pov","100","All Children"
35,"All Children 100","013",148745.83789038018,36389.271209665174,9943.9343175790709,"new_young_child_deep_pov_rate",2.5372985002822497,"new level of","young_child","deep_pov","100","All Children"
36,"All Children 100","031",145270.88316427977,32619.544246425525,9982.382059260528,"new_young_child_deep_pov_rate",2.142120895711948,"new level of","young_child","deep_pov","100","All Children"
37,"All Children 100","032",156224.75947178405,34893.134200191911,9381.8869534363148,"new_young_child_deep_pov_rate",1.1010545228861544,"new level of","young_child","deep_pov","100","All Children"
39,"All Children 100","025",126097.64789268172,26867.999196267705,6875.9303363584777,"new_young_child_deep_pov_rate",0.4468805002240771,"new level of","young_child","deep_pov","100","All Children"
40,"All Children 100","026",127742.05797427213,24824.052780939528,6997.0551868390212,"new_young_child_deep_pov_rate",0.91902216804251624,"new level of","young_child","deep_pov","100","All Children"
41,"All Children 100","041",112002.38869914619,23320.69949570873,7424.021401765578,"new_young_child_deep_pov_rate",8.3913322231326859,"new level of","young_child","deep_pov","100","All Children"
42,"All Children 100","002",133897.03637100285,29704.885786162435,7834.5647270281042,"new_young_child_deep_pov_rate",1.570915619389587,"new level of","young_child","deep_pov","100","All Children"
43,"All Children 100","047",131027.71179840367,35275.61925455575,12631.548778848854,"new_young_child_deep_pov_rate",5.4973883725100263,"new level of","young_child","deep_pov","100","All Children"
44,"All Children 100","043",111884.09461572432,21848.458460065282,6911.1266498892,"new_young_child_deep_pov_rate",7.8075278228018448,"new level of","young_child","deep_pov","100","All Children"
46,"All Children 100","033",145629.0160642016,33012.007005937645,8479.4744565959336,"new_young_child_deep_pov_rate",0.18980167044652874,"new level of","young_child","deep_pov","100","All Children"
47,"All Children 100","028",153445.79015279879,36302.886635973045,8134.7281513871967,"new_young_child_deep_pov_rate",1.5914257875933744,"new level of","young_child","deep_pov","100","All Children"
48,"All Children 100","038",129652.98299008676,26979.170409235296,6765.31757045423,"new_young_child_deep_pov_rate",2.5867575047902918,"new level of","young_child","deep_pov","100","All Children"
49,"All Children 200","Maryland",6319406.0000000009,1390540,376011,"new_young_child_deep_pov_rate",1.891699976862379,"new level of","young_child","deep_pov","200","All Children"
50,"All Children 200","036",137998.50638469058,27920.790532813553,6638.5901737524446,"new_young_child_deep_pov_rate",0.36478072265690825,"new level of","young_child","deep_pov","200","All Children"
51,"All Children 200","037",131847.5727120465,26621.154768906068,6302.7775331241928,"new_young_child_deep_pov_rate",1.3150019768797585,"new level of","young_child","deep_pov","200","All Children"
53,"All Children 200","021",136305.61122424339,30624.509722630184,10004.392169817478,"new_young_child_deep_pov_rate",2.1606626812250922,"new level of","young_child","deep_pov","200","All Children"
54,"All Children 200","022",136174.39003771869,33567.938360299871,11379.632850923492,"new_young_child_deep_pov_rate",5.5953038526964978,"new level of","young_child","deep_pov","200","All Children"
55,"All Children 200","023",133548.15767913003,27862.335125054648,6988.339586682655,"new_young_child_deep_pov_rate",0.53736600714453819,"new level of","young_child","deep_pov","200","All Children"
56,"All Children 200","024",130034.15953075975,28421.306083763156,7178.4315357458217,"new_young_child_deep_pov_rate",0.49511537284245583,"new level of","young_child","deep_pov","200","All Children"
57,"All Children 200","004",148118.0657334245,34677.090763515211,8386.1615958809634,"new_young_child_deep_pov_rate",2.4457835172922477,"new level of","young_child","deep_pov","200","All Children"
58,"All Children 200","005",137093.76127801463,28591.270748825431,6856.0700265040568,"new_young_child_deep_pov_rate",0.5935050391937291,"new level of","young_child","deep_pov","200","All Children"
59,"All Children 200","009",151926.23747424368,35147.859860699609,8316.4453361316409,"new_young_child_deep_pov_rate",0.94616985050039881,"new level of","young_child","deep_pov","200","All Children"
60,"All Children 200","040",104197.73262145191,21160.71358460886,6593.2446455830441,"new_young_child_deep_pov_rate",5.0089121557969385,"new level of","young_child","deep_pov","200","All Children"
61,"All Children 200","045",117771.95295508276,24269.640233569524,7359.3565844502846,"new_young_child_deep_pov_rate",3.1486899807840079,"new level of","young_child","deep_pov","200","All Children"
62,"All Children 200","046",115319.12860217909,23573.20187336759,6814.72179616557,"new_young_child_deep_pov_rate",6.1454971294681835,"new level of","young_child","deep_pov","200","All Children"
63,"All Children 200","007",141761.4907281592,29232.372454450477,7020.8475738868392,"new_young_child_deep_pov_rate",3.1134639306940803,"new level of","young_child","deep_pov","200","All Children"
64,"All Children 200","034",134751.91586952424,30031.386383115554,8292.5063647274474,"new_young_child_deep_pov_rate",0.89446202246847384,"new level of","young_child","deep_pov","200","All Children"
65,"All Children 200","035",138772.6739831373,29334.717660360671,7224.587102113348,"new_young_child_deep_pov_rate",3.1039502656549067,"new level of","young_child","deep_pov","200","All Children"
66,"All Children 200","015",132970.1432124917,28885.262020136455,6484.8955625725412,"new_young_child_deep_pov_rate",1.2708182925544886,"new level of","young_child","deep_pov","200","All Children"
67,"All Children 200","016",135523.97006429,28924.258288966797,6520.4750057160345,"new_young_child_deep_pov_rate",0.79100585410998869,"new level of","young_child","deep_pov","200","All Children"
68,"All Children 200","017",148403.13987533527,29756.943061387559,6457.7330475958806,"new_young_child_deep_pov_rate",0.2413407856393309,"new level of","young_child","deep_pov","200","All Children"
69,"All Children 200","018",141525.8510196117,33389.856048763984,10139.888772464239,"new_young_child_deep_pov_rate",1.106428318273273,"new level of","young_child","deep_pov","200","All Children"
70,"All Children 200","019",150024.3023403057,36756.84048023443,11018.291570962498,"new_young_child_deep_pov_rate",1.0199665971437475,"new level of","young_child","deep_pov","200","All Children"
71,"All Children 200","039",125782.827895456,28604.806028785453,8018.6277294036481,"new_young_child_deep_pov_rate",3.6151163207429726,"new level of","young_child","deep_pov","200","All Children"
72,"All Children 200","027",149478.66811975132,33012.956909311855,7724.5607938922458,"new_young_child_deep_pov_rate",0.79610068336896189,"new level of","young_child","deep_pov","200","All Children"
73,"All Children 200","029",145298.59229879008,33493.227898020341,7307.3528943071851,"new_young_child_deep_pov_rate",1.1227945107823916,"new level of","young_child","deep_pov","200","All Children"
74,"All Children 200","014",141946.04743803211,34745.048265983918,8938.4926896043617,"new_young_child_deep_pov_rate",1.3337104018598114,"new level of","young_child","deep_pov","200","All Children"
