Column1,reform,district,population,child_population,young_child_population,metric_name,metric_value,mappable_measures.current|new|change,mappable_measures.demog,mappable_measures.pov|deep_pov,monthly_benefit,target_demog
55,"All Children 200","023",133548.15767913003,27862.335125054648,6988.339586682655,"total_deep_pov_change",-2,"change in","total","deep_pov","200","All Children"
56,"All Children 200","024",130034.15953075975,28421.306083763156,7178.4315357458217,"total_deep_pov_change",-5.6,"change in","total","deep_pov","200","All Children"
57,"All Children 200","004",148118.0657334245,34677.090763515211,8386.1615958809634,"total_deep_pov_change",-14,"change in","total","deep_pov","200","All Children"
58,"All Children 200","005",137093.76127801463,28591.270748825431,6856.0700265040568,"total_deep_pov_change",-7.8,"change in","total","deep_pov","200","All Children"
59,"All Children 200","009",151926.23747424368,35147.859860699609,8316.4453361316409,"total_deep_pov_change",-1.5,"change in","total","deep_pov","200","All Children"
60,"All Children 200","040",104197.73262145191,21160.71358460886,6593.2446455830441,"total_deep_pov_change",-14.4,"change in","total","deep_pov","200","All Children"
61,"All Children 200","045",117771.95295508276,24269.640233569524,7359.3565844502846,"total_deep_pov_change",-10.7,"change in","total","deep_pov","200","All Children"
62,"All Children 200","046",115319.12860217909,23573.20187336759,6814.72179616557,"total_deep_pov_change",-13.1,"change in","total","deep_pov","200","All Children"
63,"All Children 200","007",141761.4907281592,29232.372454450477,7020.8475738868392,"total_deep_pov_change",-12.1,"change in","total","deep_pov","200","All Children"
64,"All Children 200","034",134751.91586952424,30031.386383115554,8292.5063647274474,"total_deep_pov_change",-49.8,"change in","total","deep_pov","200","All Children"
65,"All Children 200","035",138772.6739831373,29334.717660360671,7224.587102113348,"total_deep_pov_change",-18.7,"change in","total","deep_pov","200","All Children"
66,"All Children 200","015",132970.1432124917,28885.262020136455,6484.8955625725412,"total_deep_pov_change",-16.8,"change in","total","deep_pov","200","All Children"
67,"All Children 200","016",135523.97006429,28924.258288966797,6520.4750057160345,"total_deep_pov_change",-12.1,"change in","total","deep_pov","200","All Children"
68,"All Children 200","017",148403.13987533527,29756.943061387559,6457.7330475958806,"total_deep_pov_change",-27.2,"change in","total","deep_pov","200","All Children"
69,"All Children 200","018",141525.8510196117,33389.856048763984,10139.888772464239,"total_deep_pov_change",-24.6,"change in","total","deep_pov","200","All Children"
70,"All Children 200","019",150024.3023403057,36756.84048023443,11018.291570962498,"total_deep_pov_change",-27.6,"change in","total","deep_pov","200","All Children"
71,"All Children 200","039",125782.827895456,28604.806028785453,8018.6277294036481,"total_deep_pov_change",-12.6,"change in","total","deep_pov","200","All Children"
72,"All Children 200","027",149478.66811975132,33012.956909311855,7724.5607938922458,"total_deep_pov_change",-33.9,"change in","total","deep_pov","200","All Children"
73,"All Children 200","029",145298.59229879008,33493.227898020341,7307.3528943071851,"total_deep_pov_change",-41,"change in","total","deep_pov","200","All Children"
74,"All Children 200","014",141946.04743803211,34745.048265983918,8938.4926896043617,"total_deep_pov_change",-9.8,"change in","total","deep_pov","200","All Children"
75,"All Children 200","020",141302.71815447757,32011.985805741428,10487.595621680797,"total_deep_pov_change",-12,"change in","total","deep_pov","200","All Children"
76,"All Children 200","003",140518.83013425834,30562.05982737942,8474.6194131600951,"total_deep_pov_change",-8.7,"change in","total","deep_pov","200","All Children"
77,"All Children 200","010",130559.54700365491,29764.686280670492,8255.4134121284442,"total_deep_pov_change",-30.3,"change in","total","deep_pov","200","All Children"
78,"All Children 200","012",130908.08116763597,30119.172576573583,8139.57585812543,"total_deep_pov_change",-10,"change in","total","deep_pov","200","All Children"
79,"All Children 200","044",117785.24830688488,26235.511256030055,7311.2666970359005,"total_deep_pov_change",-15.5,"change in","total","deep_pov","200","All Children"
80,"All Children 200","006",125611.7874249458,26627.900369576055,6495.668314121458,"total_deep_pov_change",-16.7,"change in","total","deep_pov","200","All Children"
81,"All Children 200","008",131122.27886295505,27579.985376932043,8905.3861816061562,"total_deep_pov_change",-18.8,"change in","total","deep_pov","200","All Children"
82,"All Children 200","042",131511.08893079936,27892.913901601019,7397.1411669178988,"total_deep_pov_change",-25.3,"change in","total","deep_pov","200","All Children"
83,"All Children 200","001",114170.96362899712,21238.114213837565,5578.4352729718958,"total_deep_pov_change",-9.2,"change in","total","deep_pov","200","All Children"
85,"All Children 200","031",145270.88316427977,32619.544246425525,9982.382059260528,"total_deep_pov_change",-15.8,"change in","total","deep_pov","200","All Children"
86,"All Children 200","032",156224.75947178405,34893.134200191911,9381.8869534363148,"total_deep_pov_change",-7.1,"change in","total","deep_pov","200","All Children"
87,"All Children 200","011",133963.79563157394,29444.971972330313,6855.220284896709,"total_deep_pov_change",-18.5,"change in","total","deep_pov","200","All Children"
88,"All Children 200","025",126097.64789268172,26867.999196267705,6875.9303363584777,"total_deep_pov_change",-5.8,"change in","total","deep_pov","200","All Children"
89,"All Children 200","026",127742.05797427213,24824.052780939528,6997.0551868390212,"total_deep_pov_change",-2.7,"change in","total","deep_pov","200","All Children"
90,"All Children 200","041",112002.38869914619,23320.69949570873,7424.021401765578,"total_deep_pov_change",-17.5,"change in","total","deep_pov","200","All Children"
91,"All Children 200","002",133897.03637100285,29704.885786162435,7834.5647270281042,"total_deep_pov_change",-14.3,"change in","total","deep_pov","200","All Children"
92,"All Children 200","047",131027.71179840367,35275.61925455575,12631.548778848854,"total_deep_pov_change",-9.3,"change in","total","deep_pov","200","All Children"
93,"All Children 200","043",111884.09461572432,21848.458460065282,6911.1266498892,"total_deep_pov_change",-5.9,"change in","total","deep_pov","200","All Children"
94,"All Children 200","030",133756.55459118503,28419.482580628835,8782.2842459048043,"total_deep_pov_change",-0.4,"change in","total","deep_pov","200","All Children"
95,"All Children 200","033",145629.0160642016,33012.007005937645,8479.4744565959336,"total_deep_pov_change",-2.9,"change in","total","deep_pov","200","All Children"
96,"All Children 200","028",153445.79015279879,36302.886635973045,8134.7281513871967,"total_deep_pov_change",-5.5,"change in","total","deep_pov","200","All Children"
97,"All Children 200","038",129652.98299008676,26979.170409235296,6765.31757045423,"total_deep_pov_change",-20.8,"change in","total","deep_pov","200","All Children"
98,"Young Children 100","Maryland",6319406.0000000009,1390540,376011,"total_deep_pov_change",-3.5,"change in","total","deep_pov","100","Young Children"
100,"Young Children 100","037",131847.5727120465,26621.154768906068,6302.7775331241928,"total_deep_pov_change",-3.9,"change in","total","deep_pov","100","Young Children"
102,"Young Children 100","021",136305.61122424339,30624.509722630184,10004.392169817478,"total_deep_pov_change",-3.6,"change in","total","deep_pov","100","Young Children"
103,"Young Children 100","022",136174.39003771869,33567.938360299871,11379.632850923492,"total_deep_pov_change",-2.6,"change in","total","deep_pov","100","Young Children"
109,"Young Children 100","040",104197.73262145191,21160.71358460886,6593.2446455830441,"total_deep_pov_change",-0.5,"change in","total","deep_pov","100","Young Children"
111,"Young Children 100","046",115319.12860217909,23573.20187336759,6814.72179616557,"total_deep_pov_change",-0.7,"change in","total","deep_pov","100","Young Children"
112,"Young Children 100","007",141761.4907281592,29232.372454450477,7020.8475738868392,"total_deep_pov_change",-4.6,"change in","total","deep_pov","100","Young Children"
113,"Young Children 100","034",134751.91586952424,30031.386383115554,8292.5063647274474,"total_deep_pov_change",-14.1,"change in","total","deep_pov","100","Young Children"
115,"Young Children 100","015",132970.1432124917,28885.262020136455,6484.8955625725412,"total_deep_pov_change",-12.4,"change in","total","deep_pov","100","Young Children"
116,"Young Children 100","016",135523.97006429,28924.258288966797,6520.4750057160345,"total_deep_pov_change",-0.2,"change in","total","deep_pov","100","Young Children"
117,"Young Children 100","017",148403.13987533527,29756.943061387559,6457.7330475958806,"total_deep_pov_change",-24.8,"change in","total","deep_pov","100","Young Children"
118,"Young Children 100","018",141525.8510196117,33389.856048763984,10139.888772464239,"total_deep_pov_change",-8.4,"change in","total","deep_pov","100","Young Children"
119,"Young Children 100","019",150024.3023403057,36756.84048023443,11018.291570962498,"total_deep_pov_change",-12.1,"change in","total","deep_pov","100","Young Children"
120,"Young Children 100","039",125782.827895456,28604.806028785453,8018.6277294036481,"total_deep_pov_change",-8.2,"change in","total","deep_pov","100","Young Children"
121,"Young Children 100","027",149478.66811975132,33012.956909311855,7724.5607938922458,"total_deep_pov_change",-5.5,"change in","total","deep_pov","100","Young Children"
122,"Young Children 100","029",145298.59229879008,33493.227898020341,7307.3528943071851,"total_deep_pov_change",-7.5,"change in","total","deep_pov","100","Young Children"
126,"Young Children 100","010",130559.54700365491,29764.686280670492,8255.4134121284442,"total_deep_pov_change",-14.3,"change in","total","deep_pov","100","Young Children"
128,"Young Children 100","044",117785.24830688488,26235.511256030055,7311.2666970359005,"total_deep_pov_change",-2.2,"change in","total","deep_pov","100","Young Children"
129,"Young Children 100","006",125611.7874249458,26627.900369576055,6495.668314121458,"total_deep_pov_change",-0.5,"change in","total","deep_pov","100","Young Children"
130,"Young Children 100","008",131122.27886295505,27579.985376932043,8905.3861816061562,"total_deep_pov_change",-3.4,"change in","total","deep_pov","100","Young Children"
131,"Young Children 100","042",131511.08893079936,27892.913901601019,7397.1411669178988,"total_deep_pov_change",-1.1,"change in","total","deep_pov","100","Young Children"
136,"Young Children 100","011",133963.79563157394,29444.971972330313,6855.220284896709,"total_deep_pov_change",-9.8,"change in","total","deep_pov","100","Young Children"
139,"Young Children 100","041",112002.38869914619,23320.69949570873,7424.021401765578,"total_deep_pov_change",-0.4,"change in","total","deep_pov","100","Young Children"
141,"Young Children 100","047",131027.71179840367,35275.61925455575,12631.548778848854,"total_deep_pov_change",-4.7,"change in","total","deep_pov","100","Young Children"
146,"Young Children 100","038",129652.98299008676,26979.170409235296,6765.31757045423,"total_deep_pov_change",-5.6,"change in","total","deep_pov","100","Young Children"
147,"Young Children 200","Maryland",6319406.0000000009,1390540,376011,"total_deep_pov_change",-4.1,"change in","total","deep_pov","200","Young Children"
149,"Young Children 200","037",131847.5727120465,26621.154768906068,6302.7775331241928,"total_deep_pov_change",-3.9,"change in","total","deep_pov","200","Young Children"
151,"Young Children 200","021",136305.61122424339,30624.509722630184,10004.392169817478,"total_deep_pov_change",-3.6,"change in","total","deep_pov","200","Young Children"
152,"Young Children 200","022",136174.39003771869,33567.938360299871,11379.632850923492,"total_deep_pov_change",-2.6,"change in","total","deep_pov","200","Young Children"
155,"Young Children 200","004",148118.0657334245,34677.090763515211,8386.1615958809634,"total_deep_pov_change",-0.6,"change in","total","deep_pov","200","Young Children"
156,"Young Children 200","005",137093.76127801463,28591.270748825431,6856.0700265040568,"total_deep_pov_change",-7.8,"change in","total","deep_pov","200","Young Children"
157,"Young Children 200","009",151926.23747424368,35147.859860699609,8316.4453361316409,"total_deep_pov_change",-1.5,"change in","total","deep_pov","200","Young Children"
158,"Young Children 200","040",104197.73262145191,21160.71358460886,6593.2446455830441,"total_deep_pov_change",-3.3,"change in","total","deep_pov","200","Young Children"
160,"Young Children 200","046",115319.12860217909,23573.20187336759,6814.72179616557,"total_deep_pov_change",-0.7,"change in","total","deep_pov","200","Young Children"
161,"Young Children 200","007",141761.4907281592,29232.372454450477,7020.8475738868392,"total_deep_pov_change",-4.6,"change in","total","deep_pov","200","Young Children"
162,"Young Children 200","034",134751.91586952424,30031.386383115554,8292.5063647274474,"total_deep_pov_change",-14.1,"change in","total","deep_pov","200","Young Children"
164,"Young Children 200","015",132970.1432124917,28885.262020136455,6484.8955625725412,"total_deep_pov_change",-12.9,"change in","total","deep_pov","200","Young Children"
165,"Young Children 200","016",135523.97006429,28924.258288966797,6520.4750057160345,"total_deep_pov_change",-2.7,"change in","total","deep_pov","200","Young Children"
166,"Young Children 200","017",148403.13987533527,29756.943061387559,6457.7330475958806,"total_deep_pov_change",-24.8,"change in","total","deep_pov","200","Young Children"
167,"Young Children 200","018",141525.8510196117,33389.856048763984,10139.888772464239,"total_deep_pov_change",-8.8,"change in","total","deep_pov","200","Young Children"
168,"Young Children 200","019",150024.3023403057,36756.84048023443,11018.291570962498,"total_deep_pov_change",-13,"change in","total","deep_pov","200","Young Children"
169,"Young Children 200","039",125782.827895456,28604.806028785453,8018.6277294036481,"total_deep_pov_change",-8.2,"change in","total","deep_pov","200","Young Children"
170,"Young Children 200","027",149478.66811975132,33012.956909311855,7724.5607938922458,"total_deep_pov_change",-5.5,"change in","total","deep_pov","200","Young Children"
171,"Young Children 200","029",145298.59229879008,33493.227898020341,7307.3528943071851,"total_deep_pov_change",-7.5,"change in","total","deep_pov","200","Young Children"
172,"Young Children 200","014",141946.04743803211,34745.048265983918,8938.4926896043617,"total_deep_pov_change",-4.7,"change in","total","deep_pov","200","Young Children"
173,"Young Children 200","020",141302.71815447757,32011.985805741428,10487.595621680797,"total_deep_pov_change",-1.4,"change in","total","deep_pov","200","Young Children"
175,"Young Children 200","010",130559.54700365491,29764.686280670492,8255.4134121284442,"total_deep_pov_change",-14.3,"change in","total","deep_pov","200","Young Children"
177,"Young Children 200","044",117785.24830688488,26235.511256030055,7311.2666970359005,"total_deep_pov_change",-2.9,"change in","total","deep_pov","200","Young Children"
178,"Young Children 200","006",125611.7874249458,26627.900369576055,6495.668314121458,"total_deep_pov_change",-0.5,"change in","total","deep_pov","200","Young Children"
179,"Young Children 200","008",131122.27886295505,27579.985376932043,8905.3861816061562,"total_deep_pov_change",-3.4,"change in","total","deep_pov","200","Young Children"
180,"Young Children 200","042",131511.08893079936,27892.913901601019,7397.1411669178988,"total_deep_pov_change",-1.1,"change in","total","deep_pov","200","Young Children"
185,"Young Children 200","011",133963.79563157394,29444.971972330313,6855.220284896709,"total_deep_pov_change",-9.8,"change in","total","deep_pov","200","Young Children"
188,"Young Children 200","041",112002.38869914619,23320.69949570873,7424.021401765578,"total_deep_pov_change",-5.4,"change in","total","deep_pov","200","Young Children"
190,"Young Children 200","047",131027.71179840367,35275.61925455575,12631.548778848854,"total_deep_pov_change",-4.7,"change in","total","deep_pov","200","Young Children"
195,"Young Children 200","038",129652.98299008676,26979.170409235296,6765.31757045423,"total_deep_pov_change",-5.6,"change in","total","deep_pov","200","Young Children"
0,"All Children 100","Maryland",6319406.0000000009,1390540,376011,"young_child_pov_change",-20.1,"change in","young_child","pov","100","All Children"
2,"All Children 100","037",131847.5727120465,26621.154768906068,6302.7775331241928,"young_child_pov_change",-15,"change in","young_child","pov","100","All Children"
4,"All Children 100","021",136305.61122424339,30624.509722630184,10004.392169817478,"young_child_pov_change",-9.6,"change in","young_child","pov","100","All Children"
5,"All Children 100","022",136174.39003771869,33567.938360299871,11379.632850923492,"young_child_pov_change",-29.4,"change in","young_child","pov","100","All Children"
6,"All Children 100","023",133548.15767913003,27862.335125054648,6988.339586682655,"young_child_pov_change",-13.1,"change in","young_child","pov","100","All Children"
7,"All Children 100","024",130034.15953075975,28421.306083763156,7178.4315357458217,"young_child_pov_change",-49.9,"change in","young_child","pov","100","All Children"
8,"All Children 100","004",148118.0657334245,34677.090763515211,8386.1615958809634,"young_child_pov_change",-4.2,"change in","young_child","pov","100","All Children"
9,"All Children 100","005",137093.76127801463,28591.270748825431,6856.0700265040568,"young_child_pov_change",-48.7,"change in","young_child","pov","100","All Children"
10,"All Children 100","009",151926.23747424368,35147.859860699609,8316.4453361316409,"young_child_pov_change",-16.9,"change in","young_child","pov","100","All Children"
11,"All Children 100","040",104197.73262145191,21160.71358460886,6593.2446455830441,"young_child_pov_change",-6.8,"change in","young_child","pov","100","All Children"
12,"All Children 100","045",117771.95295508276,24269.640233569524,7359.3565844502846,"young_child_pov_change",-3.1,"change in","young_child","pov","100","All Children"
13,"All Children 100","046",115319.12860217909,23573.20187336759,6814.72179616557,"young_child_pov_change",-8.8,"change in","young_child","pov","100","All Children"
14,"All Children 100","007",141761.4907281592,29232.372454450477,7020.8475738868392,"young_child_pov_change",-1.5,"change in","young_child","pov","100","All Children"
15,"All Children 100","034",134751.91586952424,30031.386383115554,8292.5063647274474,"young_child_pov_change",-9.2,"change in","young_child","pov","100","All Children"
17,"All Children 100","015",132970.1432124917,28885.262020136455,6484.8955625725412,"young_child_pov_change",-18.2,"change in","young_child","pov","100","All Children"
18,"All Children 100","016",135523.97006429,28924.258288966797,6520.4750057160345,"young_child_pov_change",-44.2,"change in","young_child","pov","100","All Children"
19,"All Children 100","017",148403.13987533527,29756.943061387559,6457.7330475958806,"young_child_pov_change",-14.5,"change in","young_child","pov","100","All Children"
20,"All Children 100","018",141525.8510196117,33389.856048763984,10139.888772464239,"young_child_pov_change",-28,"change in","young_child","pov","100","All Children"
21,"All Children 100","019",150024.3023403057,36756.84048023443,11018.291570962498,"young_child_pov_change",-22.5,"change in","young_child","pov","100","All Children"
22,"All Children 100","039",125782.827895456,28604.806028785453,8018.6277294036481,"young_child_pov_change",-10.5,"change in","young_child","pov","100","All Children"
23,"All Children 100","027",149478.66811975132,33012.956909311855,7724.5607938922458,"young_child_pov_change",-17.2,"change in","young_child","pov","100","All Children"
24,"All Children 100","029",145298.59229879008,33493.227898020341,7307.3528943071851,"young_child_pov_change",-5.4,"change in","young_child","pov","100","All Children"
25,"All Children 100","014",141946.04743803211,34745.048265983918,8938.4926896043617,"young_child_pov_change",-9,"change in","young_child","pov","100","All Children"
26,"All Children 100","020",141302.71815447757,32011.985805741428,10487.595621680797,"young_child_pov_change",-23,"change in","young_child","pov","100","All Children"
27,"All Children 100","003",140518.83013425834,30562.05982737942,8474.6194131600951,"young_child_pov_change",-9.4,"change in","young_child","pov","100","All Children"
28,"All Children 100","010",130559.54700365491,29764.686280670492,8255.4134121284442,"young_child_pov_change",-36.2,"change in","young_child","pov","100","All Children"
29,"All Children 100","012",130908.08116763597,30119.172576573583,8139.57585812543,"young_child_pov_change",-72.4,"change in","young_child","pov","100","All Children"
30,"All Children 100","044",117785.24830688488,26235.511256030055,7311.2666970359005,"young_child_pov_change",-43.7,"change in","young_child","pov","100","All Children"
34,"All Children 100","001",114170.96362899712,21238.114213837565,5578.4352729718958,"young_child_pov_change",-55.3,"change in","young_child","pov","100","All Children"
35,"All Children 100","013",148745.83789038018,36389.271209665174,9943.9343175790709,"young_child_pov_change",-9.7,"change in","young_child","pov","100","All Children"
37,"All Children 100","032",156224.75947178405,34893.134200191911,9381.8869534363148,"young_child_pov_change",-50.4,"change in","young_child","pov","100","All Children"
38,"All Children 100","011",133963.79563157394,29444.971972330313,6855.220284896709,"young_child_pov_change",-22.1,"change in","young_child","pov","100","All Children"
39,"All Children 100","025",126097.64789268172,26867.999196267705,6875.9303363584777,"young_child_pov_change",-46.2,"change in","young_child","pov","100","All Children"
40,"All Children 100","026",127742.05797427213,24824.052780939528,6997.0551868390212,"young_child_pov_change",-18.6,"change in","young_child","pov","100","All Children"
41,"All Children 100","041",112002.38869914619,23320.69949570873,7424.021401765578,"young_child_pov_change",-5.1,"change in","young_child","pov","100","All Children"
42,"All Children 100","002",133897.03637100285,29704.885786162435,7834.5647270281042,"young_child_pov_change",-66.3,"change in","young_child","pov","100","All Children"
43,"All Children 100","047",131027.71179840367,35275.61925455575,12631.548778848854,"young_child_pov_change",-27.2,"change in","young_child","pov","100","All Children"
44,"All Children 100","043",111884.09461572432,21848.458460065282,6911.1266498892,"young_child_pov_change",-4.5,"change in","young_child","pov","100","All Children"
45,"All Children 100","030",133756.55459118503,28419.482580628835,8782.2842459048043,"young_child_pov_change",-80.2,"change in","young_child","pov","100","All Children"
46,"All Children 100","033",145629.0160642016,33012.007005937645,8479.4744565959336,"young_child_pov_change",-64.6,"change in","young_child","pov","100","All Children"
48,"All Children 100","038",129652.98299008676,26979.170409235296,6765.31757045423,"young_child_pov_change",-23.7,"change in","young_child","pov","100","All Children"
49,"All Children 200","Maryland",6319406.0000000009,1390540,376011,"young_child_pov_change",-32.1,"change in","young_child","pov","200","All Children"
50,"All Children 200","036",137998.50638469058,27920.790532813553,6638.5901737524446,"young_child_pov_change",-12.8,"change in","young_child","pov","200","All Children"
51,"All Children 200","037",131847.5727120465,26621.154768906068,6302.7775331241928,"young_child_pov_change",-15,"change in","young_child","pov","200","All Children"
53,"All Children 200","021",136305.61122424339,30624.509722630184,10004.392169817478,"young_child_pov_change",-27.8,"change in","young_child","pov","200","All Children"
54,"All Children 200","022",136174.39003771869,33567.938360299871,11379.632850923492,"young_child_pov_change",-40.6,"change in","young_child","pov","200","All Children"
55,"All Children 200","023",133548.15767913003,27862.335125054648,6988.339586682655,"young_child_pov_change",-41.4,"change in","young_child","pov","200","All Children"
56,"All Children 200","024",130034.15953075975,28421.306083763156,7178.4315357458217,"young_child_pov_change",-66.8,"change in","young_child","pov","200","All Children"
57,"All Children 200","004",148118.0657334245,34677.090763515211,8386.1615958809634,"young_child_pov_change",-14.6,"change in","young_child","pov","200","All Children"
58,"All Children 200","005",137093.76127801463,28591.270748825431,6856.0700265040568,"young_child_pov_change",-48.7,"change in","young_child","pov","200","All Children"
59,"All Children 200","009",151926.23747424368,35147.859860699609,8316.4453361316409,"young_child_pov_change",-30,"change in","young_child","pov","200","All Children"
60,"All Children 200","040",104197.73262145191,21160.71358460886,6593.2446455830441,"young_child_pov_change",-16.6,"change in","young_child","pov","200","All Children"
61,"All Children 200","045",117771.95295508276,24269.640233569524,7359.3565844502846,"young_child_pov_change",-3.4,"change in","young_child","pov","200","All Children"
62,"All Children 200","046",115319.12860217909,23573.20187336759,6814.72179616557,"young_child_pov_change",-15.3,"change in","young_child","pov","200","All Children"
63,"All Children 200","007",141761.4907281592,29232.372454450477,7020.8475738868392,"young_child_pov_change",-3.9,"change in","young_child","pov","200","All Children"
64,"All Children 200","034",134751.91586952424,30031.386383115554,8292.5063647274474,"young_child_pov_change",-22.3,"change in","young_child","pov","200","All Children"
65,"All Children 200","035",138772.6739831373,29334.717660360671,7224.587102113348,"young_child_pov_change",-14.5,"change in","young_child","pov","200","All Children"
66,"All Children 200","015",132970.1432124917,28885.262020136455,6484.8955625725412,"young_child_pov_change",-30.3,"change in","young_child","pov","200","All Children"
67,"All Children 200","016",135523.97006429,28924.258288966797,6520.4750057160345,"young_child_pov_change",-50,"change in","young_child","pov","200","All Children"
68,"All Children 200","017",148403.13987533527,29756.943061387559,6457.7330475958806,"young_child_pov_change",-33,"change in","young_child","pov","200","All Children"
69,"All Children 200","018",141525.8510196117,33389.856048763984,10139.888772464239,"young_child_pov_change",-35.2,"change in","young_child","pov","200","All Children"
70,"All Children 200","019",150024.3023403057,36756.84048023443,11018.291570962498,"young_child_pov_change",-32,"change in","young_child","pov","200","All Children"
71,"All Children 200","039",125782.827895456,28604.806028785453,8018.6277294036481,"young_child_pov_change",-11.6,"change in","young_child","pov","200","All Children"
72,"All Children 200","027",149478.66811975132,33012.956909311855,7724.5607938922458,"young_child_pov_change",-39.1,"change in","young_child","pov","200","All Children"
73,"All Children 200","029",145298.59229879008,33493.227898020341,7307.3528943071851,"young_child_pov_change",-19.2,"change in","young_child","pov","200","All Children"
74,"All Children 200","014",141946.04743803211,34745.048265983918,8938.4926896043617,"young_child_pov_change",-24.4,"change in","young_child","pov","200","All Children"
75,"All Children 200","020",141302.71815447757,32011.985805741428,10487.595621680797,"young_child_pov_change",-32.4,"change in","young_child","pov","200","All Children"
76,"All Children 200","003",140518.83013425834,30562.05982737942,8474.6194131600951,"young_child_pov_change",-62.9,"change in","young_child","pov","200","All Children"
77,"All Children 200","010",130559.54700365491,29764.686280670492,8255.4134121284442,"young_child_pov_change",-44.2,"change in","young_child","pov","200","All Children"
78,"All Children 200","012",130908.08116763597,30119.172576573583,8139.57585812543,"young_child_pov_change",-76.8,"change in","young_child","pov","200","All Children"
79,"All Children 200","044",117785.24830688488,26235.511256030055,7311.2666970359005,"young_child_pov_change",-53.3,"change in","young_child","pov","200","All Children"
80,"All Children 200","006",125611.7874249458,26627.900369576055,6495.668314121458,"young_child_pov_change",-8.2,"change in","young_child","pov","200","All Children"
82,"All Children 200","042",131511.08893079936,27892.913901601019,7397.1411669178988,"young_child_pov_change",-5.5,"change in","young_child","pov","200","All Children"
83,"All Children 200","001",114170.96362899712,21238.114213837565,5578.4352729718958,"young_child_pov_change",-77.6,"change in","young_child","pov","200","All Children"
84,"All Children 200","013",148745.83789038018,36389.271209665174,9943.9343175790709,"young_child_pov_change",-34.1,"change in","young_child","pov","200","All Children"
86,"All Children 200","032",156224.75947178405,34893.134200191911,9381.8869534363148,"young_child_pov_change",-50.4,"change in","young_child","pov","200","All Children"
87,"All Children 200","011",133963.79563157394,29444.971972330313,6855.220284896709,"young_child_pov_change",-41,"change in","young_child","pov","200","All Children"
88,"All Children 200","025",126097.64789268172,26867.999196267705,6875.9303363584777,"young_child_pov_change",-65.1,"change in","young_child","pov","200","All Children"
89,"All Children 200","026",127742.05797427213,24824.052780939528,6997.0551868390212,"young_child_pov_change",-56.5,"change in","young_child","pov","200","All Children"
90,"All Children 200","041",112002.38869914619,23320.69949570873,7424.021401765578,"young_child_pov_change",-12.4,"change in","young_child","pov","200","All Children"
91,"All Children 200","002",133897.03637100285,29704.885786162435,7834.5647270281042,"young_child_pov_change",-66.3,"change in","young_child","pov","200","All Children"
92,"All Children 200","047",131027.71179840367,35275.61925455575,12631.548778848854,"young_child_pov_change",-36.2,"change in","young_child","pov","200","All Children"
93,"All Children 200","043",111884.09461572432,21848.458460065282,6911.1266498892,"young_child_pov_change",-19.5,"change in","young_child","pov","200","All Children"
94,"All Children 200","030",133756.55459118503,28419.482580628835,8782.2842459048043,"young_child_pov_change",-80.2,"change in","young_child","pov","200","All Children"
95,"All Children 200","033",145629.0160642016,33012.007005937645,8479.4744565959336,"young_child_pov_change",-64.6,"change in","young_child","pov","200","All Children"
96,"All Children 200","028",153445.79015279879,36302.886635973045,8134.7281513871967,"young_child_pov_change",-73.8,"change in","young_child","pov","200","All Children"
97,"All Children 200","038",129652.98299008676,26979.170409235296,6765.31757045423,"young_child_pov_change",-23.7,"change in","young_child","pov","200","All Children"
98,"Young Children 100","Maryland",6319406.0000000009,1390540,376011,"young_child_pov_change",-10.2,"change in","young_child","pov","100","Young Children"
100,"Young Children 100","037",131847.5727120465,26621.154768906068,6302.7775331241928,"young_child_pov_change",-7.6,"change in","young_child","pov","100","Young Children"
102,"Young Children 100","021",136305.61122424339,30624.509722630184,10004.392169817478,"young_child_pov_change",-9,"change in","young_child","pov","100","Young Children"
103,"Young Children 100","022",136174.39003771869,33567.938360299871,11379.632850923492,"young_child_pov_change",-8.9,"change in","young_child","pov","100","Young Children"
104,"Young Children 100","023",133548.15767913003,27862.335125054648,6988.339586682655,"young_child_pov_change",-5.3,"change in","young_child","pov","100","Young Children"
105,"Young Children 100","024",130034.15953075975,28421.306083763156,7178.4315357458217,"young_child_pov_change",-49.9,"change in","young_child","pov","100","Young Children"
106,"Young Children 100","004",148118.0657334245,34677.090763515211,8386.1615958809634,"young_child_pov_change",-2.4,"change in","young_child","pov","100","Young Children"
107,"Young Children 100","005",137093.76127801463,28591.270748825431,6856.0700265040568,"young_child_pov_change",-48.7,"change in","young_child","pov","100","Young Children"
108,"Young Children 100","009",151926.23747424368,35147.859860699609,8316.4453361316409,"young_child_pov_change",-11.7,"change in","young_child","pov","100","Young Children"
109,"Young Children 100","040",104197.73262145191,21160.71358460886,6593.2446455830441,"young_child_pov_change",-1.4,"change in","young_child","pov","100","Young Children"
111,"Young Children 100","046",115319.12860217909,23573.20187336759,6814.72179616557,"young_child_pov_change",-1.9,"change in","young_child","pov","100","Young Children"
112,"Young Children 100","007",141761.4907281592,29232.372454450477,7020.8475738868392,"young_child_pov_change",-1.5,"change in","young_child","pov","100","Young Children"
113,"Young Children 100","034",134751.91586952424,30031.386383115554,8292.5063647274474,"young_child_pov_change",-9.2,"change in","young_child","pov","100","Young Children"
115,"Young Children 100","015",132970.1432124917,28885.262020136455,6484.8955625725412,"young_child_pov_change",-12.7,"change in","young_child","pov","100","Young Children"
