district,population,child_population,young_child_population,total_pov_change,child_pov_change,young_child_pov_change,total_deep_pov_change,child_deep_pov_change,young_child_deep_pov_change,total_pov_rate,child_pov_rate,young_child_pov_rate,new_total_pov_rate,new_child_pov_rate,new_young_child_pov_rate,total_deep_pov_rate,child_deep_pov_rate,young_child_deep_pov_rate,new_total_deep_pov_rate,new_child_deep_pov_rate,new_young_child_deep_pov_rate,reform_target,monthly_benefit
"021",136305.61122424339,30624.509722630184,10004.392169817478,-9.5,-21.5,-9.6,-3.6,-14.4,-20.1,13.093740545616795,15.444562895545555,20.467990445098671,11.848692810305621,12.12655916152614,18.502575133384664,4.092506084165775,2.70374872481888,3.0523787229626995,3.9449859334083355,2.3153418761233047,2.4380854497656816,"All Children",100
"022",136174.39003771869,33567.938360299871,11379.632850923492,-18.2,-34.8,-29.4,-3,-7.1,-6.8,17.814388636980187,24.962806095401749,23.774415465371838,14.571663417468292,16.265415238083317,16.778348279657379,4.4709756600025674,4.5247867684207943,6.2053970716086182,4.3383488063208846,4.20392584145089,5.7851106319136019,"All Children",100
"004",148118.0657334245,34677.090763515211,8386.1615958809634,-5.2,-11.7,-4.2,-6.9,-20.4,-1.7,8.8431729697103716,7.88182468511217,10.268198234722584,8.3848643544970454,6.9597420060821564,9.8344878788969581,2.6281071201289721,2.6038377290491024,2.6143051178832453,2.4475137568779211,2.0729135615236287,2.5700883109405144,"All Children",100
"005",137093.76127801463,28591.270748825431,6856.0700265040568,-13.9,-32.3,-48.7,-7.8,-24.7,-48,6.9073273448175447,7.6557465091299663,6.3045912653975371,5.9457673439215064,5.1825993555316865,3.2362821948488247,2.1387289711251984,2.156283566058002,1.1422172452407615,1.9718420286283906,1.6245972073039743,0.5935050391937291,"All Children",100
"009",151926.23747424368,35147.859860699609,8316.4453361316409,-4.2,-9,-16.9,-1.5,-5.9,-8.9,7.3695018247909267,7.75028352296996,4.4123583256411942,7.05795130799424,7.0501598300944961,3.667102160784129,2.071240779282876,1.4957874002814924,1.0384185663472181,2.0405303796385712,1.4075874600973823,0.94616985050039881,"All Children",100
"040",104197.73262145191,21160.71358460886,6593.2446455830441,-4,-10.4,-6.8,-4.5,-11.3,-3.7,26.531356208717543,34.722891031489041,30.917200086729185,25.470395519543338,31.117017239446774,28.824412137105927,9.6573409460955641,11.018875844582556,9.1743667649744829,9.225699614500579,9.7696145043989553,8.8315772908218229,"All Children",100
"045",117771.95295508276,24269.640233569524,7359.3565844502846,-2.6,-5,-3.1,-8.8,-29.6,-12,21.449398714101395,27.139301292682845,18.858675270130302,20.899262258328772,25.791005356066048,18.2697127114605,7.8874847790625964,7.872543029387832,3.5990688801692934,7.19240631658053,5.5438034252730679,3.1657034633307859,"All Children",100
"046",115319.12860217909,23573.20187336759,6814.72179616557,-4.2,-9,-8.8,-11.3,-26.5,-14.8,31.273729359061125,47.17596690787056,38.986071675837394,29.949801606873393,42.911426248472644,35.568590529403885,11.424270600977039,14.794950288152823,7.2155618100524563,10.138930587090867,10.872165348195063,6.1454971294681835,"All Children",100
"007",141761.4907281592,29232.372454450477,7020.8475738868392,-0.9,-0.8,-1.5,-5.6,-16.4,-24.3,9.1808633599404015,10.414080497025099,18.815802294184596,9.1027429860407629,10.329698973199083,18.527156618940296,3.0853258368219829,2.5874805879260476,5.94672776079181,2.9132032968633443,2.1618853704495908,4.4997958036222379,"All Children",100
"034",134751.91586952424,30031.386383115554,8292.5063647274474,-3.2,-4.6,-9.2,-14.1,-12.3,-24.5,11.168883530696679,13.727408728660134,24.548181254778314,10.810539740550796,13.102280655258799,22.284274314519344,5.5055295343954418,8.5590657083912483,15.58808879818773,4.7272202182281218,7.504162084526496,11.767745836500723,"All Children",100
"015",132970.1432124917,28885.262020136455,6484.8955625725412,-5.5,-9.7,-18.2,-12.4,-39.2,-60.5,9.967103322512985,11.834006621129426,13.404743560291935,9.4162251148100022,10.687239886819096,10.962082169603736,2.9812105707604184,2.4970629977534982,3.4885064460485742,2.6120850124623076,1.5189974159998543,1.3778532525359657,"All Children",100
"016",135523.97006429,28924.258288966797,6520.4750057160345,-5.5,-11.9,-44.2,-0.2,-0.8,-2.5,8.8519740554901123,9.6978455111942559,11.521594204421486,8.3620314139087419,8.5448933979829214,6.4346103580662382,3.170765285806048,2.6801317418289075,1.388165877099014,3.1629251615285474,2.6596097289723106,1.3530363293986647,"All Children",100
