,reform,district,total_pov_change,child_pov_change,young_child_pov_change,total_deep_pov_change,child_deep_pov_change,young_child_deep_pov_change,population,child_population,young_child_population,total_pov_rate,child_pov_rate,young_child_pov_rate,new_total_pov_rate,new_child_pov_rate,new_young_child_pov_rate,total_deep_pov_rate,child_deep_pov_rate,young_child_deep_pov_rate,new_total_deep_pov_rate,new_child_deep_pov_rate,new_young_child_deep_pov_rate
82,All Children 200,042,-4.9,-13.0,-5.5,-25.3,-84.6,-83.0,131511.08893079936,27892.91390160102,7397.141166917899,10.915223217817072,11.101954795899454,9.439025178554457,10.382850393290035,9.6583670736394,8.917144255151692,0.057776944454259425,0.05202341960301566,0.0604556400185236,0.043187028502840244,0.00803197374082763,0.010275338623884743
83,All Children 200,001,-18.4,-38.7,-77.6,-9.2,-31.5,-35.6,114170.96362899712,21238.114213837565,5578.435272971896,11.08535565860097,11.005014709458207,15.924933955160636,9.050728012086227,6.741626195702372,3.5618561274951404,0.04137211672147138,0.042089366598234514,0.013969078277108646,0.03757059402703451,0.02881763692847882,0.008992800214344428
84,All Children 200,013,-16.4,-40.9,-34.1,0.0,0.0,0.0,148745.83789038018,36389.271209665174,9943.934317579071,7.999514445240397,7.100556394432579,7.092252575369754,6.690495300066017,4.198617031148035,4.675141898785084,0.027692324216020425,0.01242663893504158,0.025372985002822496,0.027692324216020425,0.01242663893504158,0.025372985002822496
85,All Children 200,031,-5.2,-11.1,0.0,-15.8,-40.5,0.0,145270.88316427977,32619.544246425525,9982.382059260528,7.4633238657956475,7.158132330192994,3.7178120853448333,7.076802511579899,6.362772380769415,3.7178120853448333,0.02718229836588012,0.030199825126899955,0.021421208957119478,0.02287609717334401,0.017970092229051438,0.021421208957119478
86,All Children 200,032,-16.7,-34.6,-50.4,-7.1,-28.5,0.0,156224.75947178405,34893.13420019191,9381.886953436315,5.891799154951797,6.29867092492698,5.277852087269822,4.90969883850176,4.122298894829628,2.617179672535701,0.019281879041347354,0.013773803954014244,0.011010545228861543,0.01790370112936608,0.009849037412968057,0.011010545228861543
87,All Children 200,011,-19.4,-37.8,-41.0,-18.5,-61.4,-100.0,133963.79563157394,29444.971972330313,6855.220284896709,10.981002457370936,10.977969071335979,10.357770495969328,8.845739294006465,6.8246523170011075,6.114116120372579,0.033230880988720415,0.023232966020200772,0.013676338005645352,0.027091761449162314,0.008966891946217637,0.0
88,All Children 200,025,-35.2,-71.0,-65.1,-5.8,-37.1,0.0,126097.64789268172,26867.999196267705,6875.930336358478,14.216235814700642,21.174346203795835,17.791281268899837,9.211532681920891,6.1473455803780865,6.211817998538126,0.02839671105752708,0.01211817873398277,0.004468805002240771,0.026748252490528094,0.007627203917969108,0.004468805002240771
89,All Children 200,026,-16.3,-54.6,-56.5,-2.7,-16.3,0.0,127742.05797427213,24824.052780939528,6997.055186839021,12.882211555112386,9.74373592487523,10.270612788800946,10.77673924933767,4.420634495917841,4.465937157203962,0.04053874404331779,0.01661204124876037,0.009190221680425163,0.039433798903302036,0.013903811245931258,0.009190221680425163
90,All Children 200,041,-8.7,-23.4,-12.4,-17.5,-51.4,-66.9,112002.38869914619,23320.69949570873,7424.021401765578,25.027279628215997,29.874722660855426,25.540515867267256,22.862172291462873,22.887656578599604,22.383859185994766,0.0922229004499366,0.09595695528223344,0.08558938625077585,0.07612947678812032,0.04667715423292307,0.02836088001732852
91,All Children 200,002,-20.6,-39.7,-66.3,-14.3,-47.7,-63.6,133897.03637100285,29704.885786162435,7834.564727028104,9.380149825029054,9.82243267238828,6.530520646319568,7.452514920130524,5.9189109203906485,2.1992818671454217,0.03201344617263363,0.03228765907073099,0.01570915619389587,0.02745041395565652,0.016898490677715303,0.005722621184919209
92,All Children 200,047,-25.1,-43.3,-36.2,-9.3,-21.5,-19.5,131027.71179840367,35275.61925455575,12631.548778848854,21.427605892727534,26.86329031772165,23.80035342382769,16.055264815574237,15.239546624583463,15.1770678378775,0.05764142968809204,0.057176222588547196,0.06350147127615494,0.052289924455311436,0.044875153543966005,0.05112271515365622
93,All Children 200,043,-10.2,-30.9,-19.5,-5.9,-21.1,-15.9,111884.09461572432,21848.45846006528,6911.1266498892,19.912568525246208,23.37479592266474,23.205487671701462,17.888449258129327,16.146927528483886,18.66900057171421,0.07002328617313476,0.06695144453603576,0.07807527822801845,0.06586156688903608,0.052839052770914594,0.06569548742402394
94,All Children 200,030,-33.9,-68.2,-80.2,-0.4,-1.4,,133756.55459118503,28419.482580628835,8782.284245904804,8.219408937833592,13.778187245009521,7.692828801285224,5.436014951739038,4.388267070089954,1.5213163058094394,0.015860517866567787,0.010231180269567874,0.0,0.015804790598712287,0.010086130986367976,0.0
95,All Children 200,033,-19.5,-51.1,-64.6,-2.9,-20.5,0.0,145629.0160642016,33012.007005937645,8479.474456595934,4.8481123400411335,4.951399731277163,4.161879749681359,3.9038060782146737,2.4228384583744664,1.4726086284483333,0.013956536649095243,0.004869379144032104,0.0018980167044652873,0.013546762888781125,0.003869680597610845,0.0018980167044652873
96,All Children 200,028,-25.5,-53.9,-73.8,-5.5,-27.8,0.0,153445.79015279879,36302.886635973045,8134.728151387197,9.070925974816056,11.212459366357768,8.541734329327703,6.75857160894868,5.164717869099025,2.2409873335498536,0.02436896658593418,0.015186065693076511,0.015914257875933743,0.023020236687748937,0.01096501867934598,0.015914257875933743
97,All Children 200,038,-8.8,-29.4,-23.7,-20.8,-70.8,-45.6,129652.98299008676,26979.170409235296,6765.31757045423,12.38682441815253,12.257754524584913,9.846710666382798,11.293117813697718,8.651433452565266,7.5154353842878425,0.0685941232016886,0.07233997117078639,0.047583563977006596,0.05434094317613731,0.021088035876354706,0.025867575047902918
98,Young Children 100,Maryland,-2.1,-4.4,-10.2,-3.5,-9.0,-21.3,6319406.000000001,1390540.0,376011.0,12.544612579093666,14.826470292116731,15.847940618758493,12.281059327411468,14.181181411537963,14.226711452590482,0.04102490012510669,0.038308858429099486,0.035501620963216504,0.039597392539741864,0.03485192802796036,0.02792205547178141
99,Young Children 100,036,0.0,0.0,0.0,0.0,0.0,0.0,137998.50638469058,27920.790532813553,6638.590173752445,8.983726420072358,7.038024547746289,4.816016154913435,8.983726420072358,7.038024547746289,4.816016154913435,0.02685236008596517,0.01827459032000423,0.0036478072265690824,0.02685236008596517,0.01827459032000423,0.0036478072265690824
100,Young Children 100,037,-0.4,-1.3,-7.6,-3.9,-13.0,-40.8,131847.5727120465,26621.154768906068,6302.777533124193,9.885305409837956,8.952350118263244,6.496865305783252,9.846254311742715,8.835673547878969,6.004056378007987,0.037962840579996396,0.03666915913050692,0.022207048711694356,0.03649417971684932,0.031886470885025345,0.013150019768797585
101,Young Children 100,ZZZ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
102,Young Children 100,021,-2.9,-5.0,-9.0,-3.6,-14.4,-20.1,136305.6112242434,30624.509722630184,10004.392169817478,13.093740545616795,15.444562895545555,20.46799044509867,12.719618070757328,14.678956814207982,18.621073544259023,0.04092506084165775,0.027037487248188802,0.030523787229626995,0.039449859334083355,0.023153418761233047,0.024380854497656815
103,Young Children 100,022,-2.8,-4.2,-8.9,-2.6,-6.1,-6.8,136174.3900377187,33567.93836029987,11379.632850923492,17.814388636980187,24.96280609540175,23.77441546537184,17.31995790968571,23.907813500097276,21.668681562614296,0.04470975660002567,0.045247867684207944,0.06205397071608618,0.04356060638000479,0.042490221678252484,0.05785110631913602
104,Young Children 100,023,-0.9,-1.0,-5.3,0.0,0.0,0.0,133548.15767913003,27862.335125054648,6988.339586682655,8.282066474290678,13.204033501749022,9.534591348313306,8.208348006525911,13.076538546865768,9.02627215236577,0.020635405268522297,0.006254186364870884,0.0053736600714453815,0.020635405268522297,0.006254186364870884,0.0053736600714453815
105,Young Children 100,024,-12.8,-22.0,-49.9,0.0,0.0,0.0,130034.15953075975,28421.306083763156,7178.431535745822,15.421856382161264,24.75312731183137,20.25789127487453,13.451021080388822,19.300674954595166,10.147408730870437,0.028229976883308788,0.011660933947021829,0.004951153728424558,0.028229976883308788,0.011660933947021829,0.004951153728424558
106,Young Children 100,004,-0.5,-1.4,-2.4,0.0,0.0,0.0,148118.0657334245,34677.09076351521,8386.161595880963,8.843172969710372,7.88182468511217,10.268198234722584,8.80117596570931,7.774237935183087,10.020945069369358,0.02628107120128972,0.026038377290491025,0.026143051178832453,0.02628107120128972,0.026038377290491025,0.026143051178832453
107,Young Children 100,005,-6.7,-17.3,-48.7,0.0,0.0,0.0,137093.76127801463,28591.27074882543,6856.070026504057,6.907327344817545,7.655746509129966,6.304591265397537,6.446988194708901,6.331901181525241,3.2362821948488247,0.021387289711251985,0.02156283566058002,0.011422172452407616,0.021387289711251985,0.02156283566058002,0.011422172452407616
108,Young Children 100,009,-1.1,-2.8,-11.7,0.0,0.0,0.0,151926.23747424368,35147.85986069961,8316.445336131641,7.369501824790927,7.75028352296996,4.412358325641194,7.284790588188179,7.5306745809963935,3.896518567640613,0.02071240779282876,0.014957874002814923,0.01038418566347218,0.02071240779282876,0.014957874002814923,0.01038418566347218
109,Young Children 100,040,-0.4,-1.0,-1.4,-0.5,-1.7,-2.5,104197.73262145191,21160.71358460886,6593.244645583044,26.531356208717543,34.72289103148904,30.917200086729185,26.424774023088844,34.370226895291,30.47852091947496,0.09657340946095563,0.11018875844582557,0.09174366764974483,0.09606062836906407,0.10828979771245147,0.08946655441514273
110,Young Children 100,045,0.0,0.0,0.0,0.0,0.0,0.0,117771.95295508276,24269.640233569524,7359.356584450285,21.449398714101395,27.139301292682845,18.858675270130302,21.449398714101395,27.139301292682845,18.858675270130302,0.07887484779062597,0.07872543029387832,0.035990688801692934,0.07887484779062597,0.07872543029387832,0.035990688801692934
111,Young Children 100,046,-0.5,-1.2,-1.9,-0.7,-2.0,-5.4,115319.12860217909,23573.20187336759,6814.72179616557,31.273729359061125,47.17596690787056,38.986071675837394,31.104374294639868,46.6192560646656,38.23970073874338,0.11424270600977039,0.14794950288152822,0.07215561810052457,0.11342791623661051,0.14495182911042456,0.06828132621331905
112,Young Children 100,007,-0.4,-0.7,-1.5,-4.6,-13.4,-24.3,141761.4907281592,29232.372454450477,7020.847573886839,9.180863359940401,10.414080497025099,18.815802294184596,9.144093940324952,10.344755392061087,18.527156618940296,0.03085325836821983,0.025874805879260478,0.0594672776079181,0.029446355172627545,0.0223996556030034,0.04499795803622238
113,Young Children 100,034,-3.2,-4.6,-9.2,-14.1,-12.3,-24.5,134751.91586952424,30031.386383115554,8292.506364727447,11.168883530696679,13.727408728660134,24.548181254778314,10.810539740550796,13.102280655258799,22.284274314519344,0.05505529534395442,0.08559065708391249,0.1558808879818773,0.04727220218228122,0.07504162084526496,0.11767745836500723
114,Young Children 100,035,0.0,0.0,0.0,0.0,0.0,0.0,138772.6739831373,29334.71766036067,7224.587102113348,8.213658250004679,5.41606447192078,6.98026998640133,8.213658250004679,5.41606447192078,6.98026998640133,0.03378178652641121,0.025094309272937015,0.031039502656549065,0.03378178652641121,0.025094309272937015,0.031039502656549065
115,Young Children 100,015,-1.7,-3.2,-12.7,-12.4,-39.2,-60.5,132970.1432124917,28885.262020136455,6484.895562572541,9.967103322512985,11.834006621129426,13.404743560291935,9.796697636404112,11.451184510470354,11.6995631349803,0.029812105707604182,0.02497062997753498,0.03488506446048574,0.026120850124623077,0.015189974159998542,0.013778532525359656
116,Young Children 100,016,-5.5,-11.8,-44.1,-0.2,-0.8,-2.5,135523.97006429,28924.258288966797,6520.4750057160345,8.851974055490112,9.697845511194256,11.521594204421486,8.366348861718045,8.553381900923604,6.444853470537387,0.03170765285806048,0.026801317418289075,0.01388165877099014,0.03162925161528547,0.026596097289723106,0.013530363293986648
117,Young Children 100,017,-1.6,-3.4,-9.2,-24.8,-70.2,-95.7,148403.13987533527,29756.94306138756,6457.733047595881,16.21691875547834,17.73666891885152,30.4620129954975,15.958488071699378,17.13111201823298,27.671634068507846,0.04344181844958863,0.04283617886540642,0.0567967816797042,0.03267391242359538,0.012776110673146445,0.0024255261828940917
118,Young Children 100,018,-2.9,-5.8,-14.4,-8.4,-15.3,-56.0,141525.8510196117,33389.856048763984,10139.888772464239,17.741666391316887,22.6868537759755,27.844863864462226,17.233440765130624,21.36375388800885,23.831453899407652,0.04808267803824196,0.051418642786256574,0.027480587081879296,0.044050187304930495,0.04355634858081859,0.012083385194442249
119,Young Children 100,019,-2.1,-4.3,-9.8,-12.1,-22.6,-61.0,150024.3023403057,36756.84048023443,11018.291570962498,18.448607318580173,23.878725618051984,31.942870421616977,18.057309964850358,22.84899665583157,28.808474489937208,0.04643480165995999,0.04891929809320609,0.03286792687894611,0.040798641104673385,0.03785202183342375,0.01282565746591511
120,Young Children 100,039,-0.1,-0.1,-0.5,-8.2,-31.2,-39.6,125782.827895456,28604.806028785453,8018.627729403648,9.626540030318413,13.844869744267887,10.892420251753753,9.618730004212038,13.828738112647626,10.834873972141182,0.029765043614429377,0.022815792328386684,0.0598164587661648,0.027337890625099014,0.015693470422434463,0.036151163207429726
121,Young Children 100,027,-1.1,-1.5,-2.0,-5.5,-8.7,-43.1,149478.66811975132,33012.956909311855,7724.560793892246,9.070221099683566,11.985250527332035,13.056209295263763,8.96707200914476,11.80773055968231,12.794284537201788,0.031809498390508346,0.048409865443049815,0.041830587617565605,0.03006623208660589,0.04419376621136888,0.02381197064054358
122,Young Children 100,029,-2.3,-2.9,-5.4,-7.5,-9.8,-45.5,145298.59229879008,33493.22789802034,7307.352894307185,8.495229388223377,11.412240454156624,9.659597219746924,8.297144803416732,11.085620965860489,9.142755302085188,0.0445331791679551,0.07875806827902637,0.07806095170201388,0.041185460053688984,0.07100085543199317,0.04250579219390482
123,Young Children 100,014,-1.9,-4.2,-5.0,0.0,0.0,0.0,141946.0474380321,34745.04826598392,8938.492689604362,11.097748013477153,13.733999978829733,21.21057977728223,10.884855413386664,13.15470325361146,20.14361145579438,0.03098600431633533,0.019416320192332644,0.02413085331737054,0.03098600431633533,0.019416320192332644,0.02413085331737054
124,Young Children 100,020,-3.2,-8.4,-14.6,0.0,0.0,0.0,141302.71815447757,32011.985805741428,10487.595621680797,18.061915420361878,19.341005283375043,20.633639299210834,17.48908464685138,17.710273369574043,17.6119695820883,0.05470714243952992,0.04303365127812781,0.024061060063026645,0.05470714243952992,0.04303365127812781,0.024061060063026645
125,Young Children 100,003,0.0,0.0,0.0,0.0,0.0,0.0,140518.83013425834,30562.05982737942,8474.619413160095,11.005673178728506,13.211030239492704,14.637796378131599,11.005673178728506,13.211030239492704,14.637796378131599,0.031819954540972036,0.029769987708947933,0.02200441416173493,0.031819954540972036,0.029769987708947933,0.02200441416173493
126,Young Children 100,010,-3.2,-2.1,-7.7,-14.3,-30.5,-100.0,130559.54700365491,29764.686280670492,8255.413412128444,15.177956915306048,16.71475138989402,16.478835386612538,14.694561452961965,16.362181664379946,15.207654072231474,0.034574072228122345,0.035910762460068024,0.013498999119886276,0.029621564094962343,0.024959378966236876,0.0
127,Young Children 100,012,-2.1,-5.4,-16.7,0.0,0.0,0.0,130908.08116763597,30119.172576573583,8139.57585812543,9.125785759119509,9.124857113809952,10.981960187886273,8.931306566415333,8.629863107996805,9.150315622454432,0.033265795596886576,0.01126651147198068,0.007040058455805326,0.033265795596886576,0.01126651147198068,0.007040058455805326
128,Young Children 100,044,-1.9,-4.4,-10.6,-2.2,-7.9,-19.4,117785.24830688488,26235.511256030055,7311.2666970359005,15.558040335415374,18.568518845961655,21.859474884681493,15.263523010793284,17.75977333257596,19.54617652527085,0.054681020817840244,0.04028765240308778,0.026027590356995655,0.05350512107542018,0.03710004172861389,0.020978051365483114
129,Young Children 100,006,0.0,0.0,0.0,-0.5,-1.4,-11.4,125611.7874249458,26627.900369576055,6495.668314121458,15.173866692253684,14.15781584874165,9.59892051711722,15.173866692253684,14.15781584874165,9.59892051711722,0.05417839157404414,0.07383073456362595,0.0368880221750491,0.053901255967928316,0.07280906658551059,0.032699866035225976
130,Young Children 100,008,0.0,0.0,0.0,-3.4,-17.3,-33.8,131122.27886295505,27579.985376932043,8905.386181606156,14.388254811159019,15.57067050759926,32.231368777499995,14.388254811159019,15.57067050759926,32.231368777499995,0.060281635284140496,0.04383401968539787,0.06947652882701924,0.05823806881903257,0.03624133776251113,0.04596198918387214
131,Young Children 100,042,0.0,0.0,0.0,-1.1,-3.1,-4.9,131511.08893079936,27892.91390160102,7397.141166917899,10.915223217817072,11.101954795899454,9.439025178554457,10.915223217817072,11.101954795899454,9.439025178554457,0.057776944454259425,0.05202341960301566,0.0604556400185236,0.05712849452647346,0.05043610060469643,0.05747767542735527
132,Young Children 100,001,-8.0,-19.1,-50.2,0.0,0.0,0.0,114170.96362899712,21238.114213837565,5578.435272971896,11.08535565860097,11.005014709458207,15.924933955160636,10.202324489012398,8.906180864082291,7.934293077792486,0.04137211672147138,0.042089366598234514,0.013969078277108646,0.04137211672147138,0.042089366598234514,0.013969078277108646
133,Young Children 100,013,0.0,0.0,0.0,0.0,0.0,0.0,148745.83789038018,36389.271209665174,9943.934317579071,7.999514445240397,7.100556394432579,7.092252575369754,7.999514445240397,7.100556394432579,7.092252575369754,0.027692324216020425,0.01242663893504158,0.025372985002822496,0.027692324216020425,0.01242663893504158,0.025372985002822496
134,Young Children 100,031,0.0,0.0,0.0,0.0,0.0,0.0,145270.88316427977,32619.544246425525,9982.382059260528,7.4633238657956475,7.158132330192994,3.7178120853448333,7.4633238657956475,7.158132330192994,3.7178120853448333,0.02718229836588012,0.030199825126899955,0.021421208957119478,0.02718229836588012,0.030199825126899955,0.021421208957119478
135,Young Children 100,032,-6.8,-15.4,-50.4,0.0,0.0,0.0,156224.75947178405,34893.13420019191,9381.886953436315,5.891799154951797,6.29867092492698,5.277852087269822,5.488319773221913,5.331253519345753,2.617179672535701,0.019281879041347354,0.013773803954014244,0.011010545228861543,0.019281879041347354,0.013773803954014244,0.011010545228861543
136,Young Children 100,011,-1.5,-1.0,-4.7,-9.8,-32.7,-100.0,133963.79563157394,29444.971972330313,6855.220284896709,10.981002457370936,10.977969071335979,10.357770495969328,10.82126039902861,10.865618520038991,9.875195363948537,0.033230880988720415,0.023232966020200772,0.013676338005645352,0.029961741111215783,0.01562622963439931,0.0
137,Young Children 100,025,-10.0,-19.0,-41.2,0.0,0.0,0.0,126097.64789268172,26867.999196267705,6875.930336358478,14.216235814700642,21.174346203795835,17.791281268899837,12.801255954137128,17.147941757990758,10.45587403099496,0.02839671105752708,0.01211817873398277,0.004468805002240771,0.02839671105752708,0.01211817873398277,0.004468805002240771
138,Young Children 100,026,0.0,0.0,0.0,0.0,0.0,0.0,127742.05797427213,24824.052780939528,6997.055186839021,12.882211555112386,9.74373592487523,10.270612788800946,12.882211555112386,9.74373592487523,10.270612788800946,0.04053874404331779,0.01661204124876037,0.009190221680425163,0.04053874404331779,0.01661204124876037,0.009190221680425163
139,Young Children 100,041,-0.3,-0.9,-1.3,-0.4,-1.5,-2.0,112002.38869914619,23320.69949570873,7424.021401765578,25.027279628215997,29.874722660855426,25.540515867267256,24.945100485671823,29.609508912855688,25.217627063520464,0.0922229004499366,0.09595695528223344,0.08558938625077585,0.09182752564882944,0.09452888125454253,0.08391332223132686
140,Young Children 100,002,-4.4,-9.2,-52.2,0.0,0.0,0.0,133897.03637100285,29704.885786162435,7834.564727028104,9.380149825029054,9.82243267238828,6.530520646319568,8.966522444209545,8.922758212488903,3.119389587073608,0.03201344617263363,0.03228765907073099,0.01570915619389587,0.03201344617263363,0.03228765907073099,0.01570915619389587
141,Young Children 100,047,-3.5,-6.1,-10.4,-4.7,-10.3,-13.4,131027.71179840367,35275.61925455575,12631.548778848854,21.427605892727534,26.86329031772165,23.80035342382769,20.676523850118535,25.23229137977131,21.328204737887408,0.05764142968809204,0.057176222588547196,0.06350147127615494,0.05495164046930186,0.0512660835147024,0.054973883725100266
142,Young Children 100,043,0.0,0.0,0.0,0.0,0.0,0.0,111884.09461572432,21848.45846006528,6911.1266498892,19.912568525246208,23.37479592266474,23.205487671701462,19.912568525246208,23.37479592266474,23.205487671701462,0.07002328617313476,0.06695144453603576,0.07807527822801845,0.07002328617313476,0.06695144453603576,0.07807527822801845
143,Young Children 100,030,0.0,0.0,0.0,0.0,0.0,,133756.55459118503,28419.482580628835,8782.284245904804,8.219408937833592,13.778187245009521,7.692828801285224,8.219408937833592,13.778187245009521,7.692828801285224,0.015860517866567787,0.010231180269567874,0.0,0.015860517866567787,0.010231180269567874,0.0
144,Young Children 100,033,-4.6,-10.7,-36.6,0.0,0.0,0.0,145629.0160642016,33012.007005937645,8479.474456595934,4.8481123400411335,4.951399731277163,4.161879749681359,4.624368027544809,4.422819815502391,2.6401365322416455,0.013956536649095243,0.004869379144032104,0.0018980167044652873,0.013956536649095243,0.004869379144032104,0.0018980167044652873
145,Young Children 100,028,0.0,0.0,0.0,0.0,0.0,0.0,153445.79015279879,36302.886635973045,8134.728151387197,9.070925974816056,11.212459366357768,8.541734329327703,9.070925974816056,11.212459366357768,8.541734329327703,0.02436896658593418,0.015186065693076511,0.015914257875933743,0.02436896658593418,0.015186065693076511,0.015914257875933743
146,Young Children 100,038,-0.8,-2.4,-12.0,-5.6,-16.8,-45.6,129652.98299008676,26979.170409235296,6765.31757045423,12.38682441815253,12.257754524584913,9.846710666382798,12.284619230128312,11.961454273663978,8.665105386416862,0.0685941232016886,0.07233997117078639,0.047583563977006596,0.06475031939121258,0.06019433025465805,0.025867575047902918
147,Young Children 200,Maryland,-4.0,-8.0,-18.9,-4.1,-10.9,-27.0,6319406.000000001,1390540.0,376011.0,12.544612579093666,14.826470292116731,15.847940618758493,12.043552827591705,13.638514533922075,12.854677123807548,0.04102490012510669,0.038308858429099486,0.035501620963216504,0.03933360192397829,0.03411983833618594,0.02591945448404435
148,Young Children 200,036,0.0,0.0,0.0,0.0,0.0,0.0,137998.50638469058,27920.790532813553,6638.590173752445,8.983726420072358,7.038024547746289,4.816016154913435,8.983726420072358,7.038024547746289,4.816016154913435,0.02685236008596517,0.01827459032000423,0.0036478072265690824,0.02685236008596517,0.01827459032000423,0.0036478072265690824
149,Young Children 200,037,-0.4,-1.3,-7.6,-3.9,-13.0,-40.8,131847.5727120465,26621.154768906068,6302.777533124193,9.885305409837956,8.952350118263244,6.496865305783252,9.846254311742715,8.835673547878969,6.004056378007987,0.037962840579996396,0.03666915913050692,0.022207048711694356,0.03649417971684932,0.031886470885025345,0.013150019768797585
150,Young Children 200,ZZZ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
151,Young Children 200,021,-6.9,-12.8,-26.7,-3.6,-14.4,-20.1,136305.6112242434,30624.509722630184,10004.392169817478,13.093740545616795,15.444562895545555,20.46799044509867,12.192716782796074,13.467260785414958,15.001891537112355,0.04092506084165775,0.027037487248188802,0.030523787229626995,0.039449859334083355,0.023153418761233047,0.024380854497656815
152,Young Children 200,022,-9.4,-16.7,-31.9,-2.6,-6.1,-6.8,136174.3900377187,33567.93836029987,11379.632850923492,17.814388636980187,24.96280609540175,23.77441546537184,16.13494703503295,20.790492435117567,16.185230569992683,0.04470975660002567,0.045247867684207944,0.06205397071608618,0.04356060638000479,0.042490221678252484,0.05785110631913602
153,Young Children 200,023,-4.4,-6.1,-29.7,0.0,0.0,0.0,133548.15767913003,27862.335125054648,6988.339586682655,8.282066474290678,13.204033501749022,9.534591348313306,7.918199665510187,12.40024352219818,6.70654642414648,0.020635405268522297,0.006254186364870884,0.0053736600714453815,0.020635405268522297,0.006254186364870884,0.0053736600714453815
154,Young Children 200,024,-12.9,-22.3,-51.2,0.0,0.0,0.0,130034.15953075975,28421.306083763156,7178.431535745822,15.421856382161264,24.75312731183137,20.25789127487453,13.42502310687399,19.23349772196234,9.881436327148206,0.028229976883308788,0.011660933947021829,0.004951153728424558,0.028229976883308788,0.011660933947021829,0.004951153728424558
155,Young Children 200,004,-1.5,-2.9,-7.3,-0.6,-1.7,-1.7,148118.0657334245,34677.09076351521,8386.161595880963,8.843172969710372,7.88182468511217,10.268198234722584,8.707603890485768,7.6539925439204755,9.52372589477629,0.02628107120128972,0.026038377290491025,0.026143051178832453,0.026128819288974446,0.025606284461161245,0.025700883109405145
156,Young Children 200,005,-6.7,-17.3,-48.7,-7.8,-24.7,-48.0,137093.76127801463,28591.27074882543,6856.070026504057,6.907327344817545,7.655746509129966,6.304591265397537,6.446988194708901,6.331901181525241,3.2362821948488247,0.021387289711251985,0.02156283566058002,0.011422172452407616,0.019718420286283907,0.016245972073039742,0.005935050391937291
157,Young Children 200,009,-1.6,-3.8,-18.7,-1.5,-5.9,-8.9,151926.23747424368,35147.85986069961,8316.445336131641,7.369501824790927,7.75028352296996,4.412358325641194,7.249554308677235,7.457945987914583,3.589145129328043,0.02071240779282876,0.014957874002814923,0.01038418566347218,0.020405303796385714,0.014075874600973823,0.009461698505003988
158,Young Children 200,040,-0.4,-1.0,-1.4,-3.3,-8.6,-28.9,104197.73262145191,21160.71358460886,6593.244645583044,26.531356208717543,34.72289103148904,30.917200086729185,26.424774023088844,34.370226895291,30.47852091947496,0.09657340946095563,0.11018875844582557,0.09174366764974483,0.09336084566239945,0.10073853282479231,0.06523111919641225
159,Young Children 200,045,0.0,0.0,0.0,0.0,0.0,0.0,117771.95295508276,24269.640233569524,7359.356584450285,21.449398714101395,27.139301292682845,18.858675270130302,21.449398714101395,27.139301292682845,18.858675270130302,0.07887484779062597,0.07872543029387832,0.035990688801692934,0.07887484779062597,0.07872543029387832,0.035990688801692934
160,Young Children 200,046,-0.5,-1.2,-1.9,-0.7,-2.0,-5.4,115319.12860217909,23573.20187336759,6814.72179616557,31.273729359061125,47.17596690787056,38.986071675837394,31.104374294639868,46.6192560646656,38.23970073874338,0.11424270600977039,0.14794950288152822,0.07215561810052457,0.11342791623661051,0.14495182911042456,0.06828132621331905
161,Young Children 200,007,-0.6,-0.9,-2.1,-4.6,-13.4,-24.3,141761.4907281592,29232.372454450477,7020.847573886839,9.180863359940401,10.414080497025099,18.815802294184596,9.12725560797769,10.320424946568911,18.42585308868629,0.03085325836821983,0.025874805879260478,0.0594672776079181,0.029446355172627545,0.0223996556030034,0.04499795803622238
162,Young Children 200,034,-4.7,-6.2,-12.5,-14.1,-12.3,-24.5,134751.91586952424,30031.386383115554,8292.506364727447,11.168883530696679,13.727408728660134,24.548181254778314,10.64643837870829,12.88288474488237,21.4897300518323,0.05505529534395442,0.08559065708391249,0.1558808879818773,0.04727220218228122,0.07504162084526496,0.11767745836500723
163,Young Children 200,035,0.0,0.0,0.0,0.0,0.0,0.0,138772.6739831373,29334.71766036067,7224.587102113348,8.213658250004679,5.41606447192078,6.98026998640133,8.213658250004679,5.41606447192078,6.98026998640133,0.03378178652641121,0.025094309272937015,0.031039502656549065,0.03378178652641121,0.025094309272937015,0.031039502656549065
164,Young Children 200,015,-4.0,-7.2,-21.2,-12.9,-40.1,-63.6,132970.1432124917,28885.262020136455,6484.895562572541,9.967103322512985,11.834006621129426,13.404743560291935,9.570219405655331,10.976210568270417,10.56297263784806,0.029812105707604182,0.02497062997753498,0.03488506446048574,0.025971015412025098,0.014949674959478871,0.012708182925544887
165,Young Children 200,016,-6.8,-13.4,-49.7,-2.7,-5.5,-43.0,135523.97006429,28924.258288966797,6520.4750057160345,8.851974055490112,9.697845511194256,11.521594204421486,8.24699108509039,8.40298885277011,5.79279915931807,0.03170765285806048,0.026801317418289075,0.01388165877099014,0.03085307434151889,0.02532909654939006,0.007910058541099886
166,Young Children 200,017,-4.7,-9.5,-17.9,-24.8,-70.2,-95.8,148403.13987533527,29756.94306138756,6457.733047595881,16.21691875547834,17.73666891885152,30.4620129954975,15.446644024347519,16.045120088682506,25.016489245018153,0.04344181844958863,0.04283617886540642,0.0567967816797042,0.032672398801056594,0.012773480802283561,0.002413407856393309
