,reform,district,total_pov_change,child_pov_change,young_child_pov_change,total_deep_pov_change,child_deep_pov_change,young_child_deep_pov_change,population,child_population,young_child_population,total_pov_rate,child_pov_rate,young_child_pov_rate,new_total_pov_rate,new_child_pov_rate,new_young_child_pov_rate,total_deep_pov_rate,child_deep_pov_rate,young_child_deep_pov_rate,new_total_deep_pov_rate,new_child_deep_pov_rate,new_young_child_deep_pov_rate
50,All Children 200,036,-9.4,-27.8,-12.8,-13.2,-14.1,0.0,137998.50638469058,27920.790532813553,6638.590173752445,0.08983726420072358,0.0703802454774629,0.048160161549134356,0.08139394558959782,0.05082506625768929,0.0419980193472983,0.02685236008596517,0.01827459032000423,0.0036478072265690824,0.023305511017315914,0.015691312765129903,0.0036478072265690824
51,All Children 200,037,-9.2,-27.3,-15.0,-14.3,-55.0,-40.8,131847.5727120465,26621.154768906068,6302.777533124193,0.09885305409837956,0.08952350118263244,0.06496865305783252,0.08979945292910312,0.06507234574086597,0.05524566610442864,0.037962840579996396,0.03666915913050692,0.022207048711694356,0.03251691026954064,0.016487265874848413,0.013150019768797585
52,All Children 200,ZZZ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
53,All Children 200,021,-16.6,-33.7,-27.8,-6.0,-25.6,-29.2,136305.6112242434,30624.509722630184,10004.392169817478,0.13093740545616794,0.15444562895545555,0.20467990445098672,0.10916197593201313,0.1023870724006824,0.14770778064421,0.04092506084165775,0.027037487248188802,0.030523787229626995,0.03846304242182694,0.020125563246192447,0.021606626812250923
54,All Children 200,022,-27.9,-49.0,-40.6,-5.7,-13.9,-9.8,136174.3900377187,33567.93836029987,11379.632850923492,0.17814388636980186,0.2496280609540175,0.23774415465371837,0.12838617347706288,0.12742198699483762,0.14130124655307338,0.04470975660002567,0.045247867684207944,0.06205397071608618,0.042139983805195264,0.03894921735586366,0.05595303852696498
55,All Children 200,023,-35.3,-76.6,-41.4,-2.0,-14.9,0.0,133548.15767913003,27862.335125054648,6988.339586682655,0.08282066474290678,0.1320403350174902,0.09534591348313305,0.05357012472068454,0.03086267936463064,0.05584648425845762,0.020635405268522297,0.006254186364870884,0.0053736600714453815,0.020227695326103717,0.005323388671433622,0.0053736600714453815
56,All Children 200,024,-39.4,-73.7,-66.8,-5.6,-38.7,0.0,130034.15953075975,28421.306083763156,7178.431535745822,0.15421856382161264,0.2475312731183137,0.20257891274874532,0.09343718954415034,0.06501237152199375,0.06728328416494476,0.028229976883308788,0.011660933947021829,0.004951153728424558,0.026659790280951317,0.007152023501223943,0.004951153728424558
57,All Children 200,004,-11.7,-29.9,-14.6,-14.0,-38.7,-6.4,148118.0657334245,34677.09076351521,8386.161595880963,0.08843172969710371,0.0788182468511217,0.10268198234722585,0.07806737375819767,0.055287365755149566,0.08770834360520312,0.02628107120128972,0.026038377290491025,0.026143051178832453,0.022603332514146812,0.015954779198961985,0.02445783517292248
58,All Children 200,005,-13.9,-32.3,-48.7,-7.8,-24.7,-48.0,137093.76127801463,28591.27074882543,6856.070026504057,0.06907327344817545,0.07655746509129967,0.06304591265397537,0.05945767343921506,0.05182599355531686,0.032362821948488246,0.021387289711251985,0.02156283566058002,0.011422172452407616,0.019718420286283907,0.016245972073039742,0.005935050391937291
59,All Children 200,009,-13.0,-26.0,-30.0,-1.5,-5.9,-8.9,151926.23747424368,35147.85986069961,8316.445336131641,0.07369501824790926,0.0775028352296996,0.04412358325641194,0.06411366700146612,0.05734798914392617,0.030902201280090875,0.02071240779282876,0.014957874002814923,0.01038418566347218,0.020405303796385714,0.014075874600973823,0.009461698505003988
60,All Children 200,040,-9.6,-24.5,-16.6,-14.4,-38.9,-45.4,104197.73262145191,21160.71358460886,6593.244645583044,0.26531356208717544,0.3472289103148904,0.30917200086729185,0.23988129751300458,0.2620756976181843,0.2578842086351986,0.09657340946095563,0.11018875844582557,0.09174366764974483,0.08266204322187636,0.06735888413657279,0.050089121557969386
61,All Children 200,045,-10.1,-27.5,-3.4,-10.7,-34.1,-12.5,117771.95295508276,24269.640233569524,7359.356584450285,0.21449398714101395,0.27139301292682844,0.188586752701303,0.19272697488618956,0.19688989302497661,0.182218694283256,0.07887484779062597,0.07872543029387832,0.035990688801692934,0.07047041874792352,0.051871852738952735,0.03148689980784008
62,All Children 200,046,-10.8,-24.3,-15.3,-13.1,-30.0,-14.8,115319.12860217909,23573.20187336759,6814.72179616557,0.31273729359061125,0.4717596690787056,0.3898607167583739,0.27887116830245473,0.357273736386476,0.3300472089816494,0.11424270600977039,0.14794950288152822,0.07215561810052457,0.09928787452456535,0.10355864917947898,0.06145497129468184
63,All Children 200,007,-7.7,-16.6,-3.9,-12.1,-44.1,-47.6,141761.4907281592,29232.372454450477,7020.847573886839,0.09180863359940401,0.104140804970251,0.18815802294184597,0.0847701522491081,0.08686584597547077,0.18086988484866892,0.03085325836821983,0.025874805879260478,0.0594672776079181,0.027118305875675135,0.014476368130559462,0.0311346393069408
64,All Children 200,034,-10.2,-18.2,-22.3,-49.8,-87.6,-94.3,134751.91586952424,30031.386383115554,8292.506364727447,0.11168883530696679,0.13727408728660134,0.24548181254778312,0.10032230424383475,0.11229901858484609,0.19062560591843117,0.05505529534395442,0.08559065708391249,0.1558808879818773,0.02764701890887114,0.010635396744348529,0.008944620224684738
65,All Children 200,035,-6.0,-24.1,-14.5,-18.7,-17.5,0.0,138772.6739831373,29334.71766036067,7224.587102113348,0.0821365825000468,0.0541606447192078,0.0698026998640133,0.07720682185775768,0.04113408551454054,0.05968557312769852,0.03378178652641121,0.025094309272937015,0.031039502656549065,0.027479824468227197,0.020701124037805944,0.031039502656549065
66,All Children 200,015,-13.2,-26.3,-30.3,-16.8,-53.4,-63.6,132970.1432124917,28885.262020136455,6484.895562572541,0.09967103322512985,0.11834006621129425,0.13404743560291935,0.0865042843020204,0.08725301405251785,0.09337155343874087,0.029812105707604182,0.02497062997753498,0.03488506446048574,0.024795493290941856,0.011643318027981435,0.012708182925544887
67,All Children 200,016,-6.9,-13.6,-50.0,-12.1,-40.1,-43.0,135523.97006429,28924.258288966797,6520.4750057160345,0.08851974055490112,0.09697845511194256,0.11521594204421487,0.08237991774664731,0.08383507575906239,0.05762286225689225,0.03170765285806048,0.026801317418289075,0.01388165877099014,0.027881359031465117,0.016044796648735326,0.007910058541099886
68,All Children 200,017,-12.4,-25.6,-33.0,-27.2,-76.2,-95.8,148403.13987533527,29756.94306138756,6457.733047595881,0.16216918755478338,0.1773666891885152,0.304620129954975,0.14203336511959816,0.13201329791655403,0.20423845341823718,0.04344181844958863,0.04283617886540642,0.0567967816797042,0.03162487869227,0.010190115440438633,0.002413407856393309
69,All Children 200,018,-22.3,-30.3,-35.2,-24.6,-48.3,-59.7,141525.8510196117,33389.856048763984,10139.888772464239,0.17741666391316888,0.226868537759755,0.27844863864462227,0.13780995998444537,0.15808274919412726,0.1803964233436457,0.04808267803824196,0.051418642786256574,0.027480587081879296,0.0362626371394312,0.026567425956320626,0.01106428318273273
70,All Children 200,019,-24.0,-31.3,-32.0,-27.6,-53.6,-69.0,150024.3023403057,36756.84048023443,11018.291570962498,0.18448607318580174,0.23878725618051982,0.31942870421616976,0.14021227866929964,0.16402730893473058,0.21711325158207495,0.04643480165995999,0.04891929809320609,0.03286792687894611,0.033600632267325056,0.02267910983513118,0.010199665971437474
71,All Children 200,039,-9.6,-13.1,-11.6,-12.6,-47.2,-39.6,125782.827895456,28604.806028785453,8018.627729403648,0.09626540030318413,0.13844869744267888,0.10892420251753754,0.08705280611222584,0.12026421371188552,0.09634269702924493,0.029765043614429377,0.022815792328386684,0.0598164587661648,0.02600334664916743,0.012037329883928126,0.036151163207429726
72,All Children 200,027,-13.2,-22.0,-39.1,-33.9,-70.0,-81.0,149478.66811975132,33012.956909311855,7724.560793892246,0.09070221099683566,0.11985250527332035,0.13056209295263763,0.0787256653200606,0.09346510551739665,0.07955033538645905,0.031809498390508346,0.048409865443049815,0.041830587617565605,0.02103075600978621,0.01454132406006314,0.007961006833689619
73,All Children 200,029,-4.2,-5.4,-19.2,-41.0,-72.2,-85.6,145298.59229879008,33493.22789802034,7307.352894307185,0.08495229388223377,0.11412240454156623,0.09659597219746925,0.08142083114857687,0.1079399642273894,0.07806095170201388,0.0445331791679551,0.07875806827902637,0.07806095170201388,0.026270856021188768,0.021891282370324283,0.011227945107823916
74,All Children 200,014,-18.4,-32.8,-24.4,-9.8,-28.8,-44.7,141946.0474380321,34745.04826598392,8938.492689604362,0.11097748013477153,0.13733999978829733,0.2121057977728223,0.0905649269164111,0.09234258331958242,0.16043227383099798,0.03098600431633533,0.019416320192332644,0.02413085331737054,0.027935194762745003,0.013830814577280443,0.013337104018598113
75,All Children 200,020,-15.8,-32.9,-32.4,-12.0,-26.6,-19.3,141302.71815447757,32011.985805741428,10487.595621680797,0.18061915420361876,0.19341005283375043,0.20633639299210835,0.15204137370494744,0.12974597670051832,0.13958143798283643,0.05470714243952992,0.04303365127812781,0.024061060063026645,0.048123907871823135,0.03160679970042091,0.019428328920148005
76,All Children 200,003,-25.8,-51.9,-62.9,-8.7,-26.4,-41.6,140518.83013425834,30562.05982737942,8474.619413160095,0.11005673178728505,0.13211030239492705,0.14637796378131598,0.08166348197463827,0.06350515851866434,0.05431911632239611,0.031819954540972036,0.029769987708947933,0.02200441416173493,0.029067215155267046,0.021906843752830057,0.01285054006412482
77,All Children 200,010,-28.8,-44.0,-44.2,-30.3,-61.6,-100.0,130559.54700365491,29764.686280670492,8255.413412128444,0.15177956915306048,0.1671475138989402,0.16478835386612536,0.10801900651182048,0.09359495780401372,0.09198086716373469,0.034574072228122345,0.035910762460068024,0.013498999119886276,0.024089810611301967,0.01379699108940845,0.0
78,All Children 200,012,-20.6,-54.7,-76.8,-10.0,-29.6,0.0,130908.08116763597,30119.172576573583,8139.57585812543,0.09125785759119509,0.09124857113809952,0.10981960187886274,0.0725002762752654,0.04137604966020818,0.025465894776857383,0.033265795596886576,0.01126651147198068,0.007040058455805326,0.02992862345748811,0.007928179804868754,0.007040058455805326
