,reform,district,total_pov_change,child_pov_change,young_child_pov_change,baby_pov_change,population,child_population,young_child_population,baby_population,total_pov_rate,child_pov_rate,young_child_pov_rate,baby_pov_rate,new_total_pov_rate,new_child_pov_rate,new_young_child_pov_rate,new_baby_pov_rate
36,All Children,40,-3.0,0.0,0.0,,120985.0,28451.0,9358.0,1761.0,0.1058560978633715,0.09089311447752275,0.10141055781149819,0.0,0.10266561970492209,0.09089311447752275,0.10141055781149819,0.0
37,All Children,23,-10.6,-31.1,-47.5,0.0,128914.0,28790.0,8331.0,1773.0,0.1288998867462029,0.14164640500173672,0.16036490217260832,0.3260011280315849,0.1152706455466435,0.09763806877387982,0.08426359380626576,0.3260011280315849
38,All Children,1,-9.9,-20.4,0.0,,119464.0,22352.0,5990.0,947.0,0.11882240675015067,0.13770579813886902,0.08046744574290485,0.0,0.10710339516507066,0.1096546170365068,0.08046744574290485,0.0
39,All Children,22,-8.1,-18.5,-40.2,-70.7,119274.0,23859.0,6729.0,1729.0,0.10300652279625065,0.10306383335428979,0.0606330806954971,0.1341816078658184,0.09470630648758321,0.08403537449180602,0.036260960023777676,0.03932909196067091
40,All Children,6,-5.7,-8.3,0.0,0.0,121975.0,25526.0,7227.0,1546.0,0.10561180569788892,0.11599937318812191,0.16216964162169642,0.18240620957309184,0.09957778233244517,0.10636214056256366,0.16216964162169642,0.18240620957309184
41,All Children,2,-10.6,-35.4,-16.7,-28.8,123822.0,25954.0,7453.0,1119.0,0.11824231558204519,0.15623795946674887,0.13819938279887295,0.5335120643431636,0.10575665067597034,0.10090930107112583,0.11512142761304173,0.37980339588918677
42,All Children,4,-13.3,-2.4,0.0,,119167.0,27669.0,6028.0,1049.0,0.1300192167294637,0.10470201308323394,0.12541473125414732,0.0,0.11269898545738334,0.10220824749719903,0.12541473125414732,0.0
43,All Children,42,-6.6,-6.3,0.0,0.0,115405.0,24359.0,6874.0,1300.0,0.117013994194359,0.11876513814195985,0.1203084084957812,0.07076923076923076,0.10925003249425935,0.11129356705940309,0.1203084084957812,0.07076923076923076
44,All Children,14,-12.0,-23.5,0.0,0.0,129967.0,31564.0,7900.0,1020.0,0.158278639962452,0.16249524775060195,0.0920253164556962,0.043137254901960784,0.13935075826940685,0.1243188442529464,0.0920253164556962,0.043137254901960784
45,All Children,7,-16.3,-37.6,-33.2,-68.2,127749.0,25190.0,7457.0,1260.0,0.13435721610345286,0.1980547836443033,0.27732332037012203,0.43412698412698414,0.11248620341450814,0.12358078602620087,0.18532922086630013,0.1380952380952381
46,All Children,12,-8.9,-34.8,-35.2,-72.9,118691.0,27529.0,7363.0,1074.0,0.1299087546654759,0.12434160340005085,0.13513513513513514,0.44692737430167595,0.11839987867656351,0.08107813578408224,0.0876001629770474,0.12104283054003724
47,All Children,18,-12.0,-34.3,-33.3,,124427.0,28774.0,7722.0,1632.0,0.14836811945960282,0.18318620977271147,0.18324268324268325,0.0,0.13055848007265305,0.12031695280461528,0.12224812224812225,0.0
48,Young Children,Maryland,-2.0,-4.3,-9.9,-10.7,5905181.0,1328582.0,356194.0,64250.0,0.12926648649719627,0.14890386893695684,0.1590958859497914,0.17998443579766538,0.12664048739572928,0.1425053176996226,0.1433067373397643,0.16073151750972764
49,Young Children,9,-2.8,-4.1,-3.4,0.0,128170.0,30547.0,6229.0,1295.0,0.14307560271514394,0.21226307002324288,0.2987638465243217,0.2,0.139026293204338,0.20362065014567715,0.28864986354149946,0.2
50,Young Children,36,-2.5,-5.9,-18.5,,118111.0,25978.0,7076.0,916.0,0.14752224602280906,0.17229963815536223,0.20195025438100622,0.0,0.14379693677980881,0.16209869889906844,0.16449971735443752,0.0
51,Young Children,31,-2.5,-8.7,-21.3,0.0,123836.0,29648.0,6155.0,434.0,0.13844116412028812,0.1657447382622774,0.1735174654752234,0.6336405529953917,0.13497690493879,0.15127495952509445,0.13663688058489035,0.6336405529953917
52,Young Children,45,-1.4,-3.3,-11.0,0.0,129847.0,29560.0,8558.0,998.0,0.12403058984805194,0.15656292286874154,0.16288852535639167,0.05511022044088176,0.12230548260645221,0.1513531799729364,0.1448936667445665,0.05511022044088176
53,Young Children,43,0.0,0.0,0.0,0.0,128282.0,29760.0,8281.0,1548.0,0.12483434932414524,0.1817204301075269,0.32339089481946626,0.36563307493540054,0.12483434932414524,0.1817204301075269,0.32339089481946626,0.36563307493540054
54,Young Children,32,-2.5,-8.9,-13.3,0.0,127150.0,26958.0,9632.0,1567.0,0.14683444750294927,0.141776096149566,0.2159468438538206,0.2393107849393746,0.1430987023200944,0.12912678982120335,0.18718853820598005,0.2393107849393746
55,Young Children,16,-3.5,-13.9,-13.8,,122772.0,27415.0,7270.0,538.0,0.1279119017365523,0.1421484588728798,0.1657496561210454,0.0,0.12348906916886586,0.12234178369505745,0.14291609353507564,0.0
56,Young Children,28,-0.9,0.0,0.0,0.0,125571.0,28702.0,5695.0,535.0,0.12713126438429256,0.1714514667967389,0.16681299385425813,0.18504672897196262,0.12596857554690175,0.1714514667967389,0.16681299385425813,0.18504672897196262
57,Young Children,15,-4.8,-7.6,-5.7,0.0,124990.0,28565.0,7709.0,1691.0,0.13095447635810864,0.15536495711535095,0.2114411726553379,0.2637492607924305,0.12467397391791343,0.14360231051986697,0.1993773511480088,0.2637492607924305
58,Young Children,21,-1.9,-10.3,-47.9,-100.0,129107.0,29087.0,9713.0,1468.0,0.14388840264276917,0.12050056726372606,0.07773087614537218,0.24659400544959129,0.14108452678785813,0.1080551449100973,0.040461237516730156,0.0
59,Young Children,20,-4.1,-4.3,-4.9,0.0,127441.0,32646.0,8941.0,1620.0,0.14239530449384422,0.21503400110273846,0.26182753606979087,0.12222222222222222,0.13662792978711719,0.20569135575568218,0.24907728442008722,0.12222222222222222
60,Young Children,38,-2.4,0.0,0.0,0.0,128726.0,28223.0,6435.0,848.0,0.13184593632987895,0.16596393012790986,0.12074592074592075,0.08372641509433962,0.12870748722091885,0.16596393012790986,0.12074592074592075,0.08372641509433962
61,Young Children,24,-1.1,-2.7,-6.2,,126530.0,29375.0,7919.0,1571.0,0.1267525488026555,0.1382127659574468,0.22022982699835839,0.0,0.12537738085829447,0.13450212765957448,0.20646546281096098,0.0
62,Young Children,29,-5.5,-10.3,-18.1,0.0,126447.0,26728.0,8590.0,657.0,0.12061970628010155,0.168923974857827,0.29988358556461003,0.1506849315068493,0.11397660679968682,0.1514890751272074,0.24563445867287545,0.1506849315068493
63,Young Children,25,-1.1,-0.7,-2.0,0.0,121702.0,27439.0,7513.0,2683.0,0.1638428292057649,0.18284194030394693,0.21975242912285373,0.4189340290719344,0.16207621896106883,0.18163927256824228,0.21536004259283908,0.4189340290719344
64,Young Children,10,-0.6,0.0,0.0,,130006.0,30648.0,7661.0,1254.0,0.1484777625648047,0.15952101279039416,0.03602662837749641,0.0,0.14760857191206558,0.15952101279039416,0.03602662837749641,0.0
65,Young Children,26,-1.6,-6.5,-11.1,0.0,125673.0,32431.0,9343.0,1824.0,0.13649709961566925,0.13080077703431903,0.1092796746227122,0.022478070175438597,0.13431683814343573,0.12235207054978262,0.0971850583324414,0.022478070175438597
66,Young Children,11,-1.2,-4.2,-11.7,0.0,131491.0,27542.0,8333.0,2501.0,0.1361233848704474,0.19192505990850336,0.2247689907596304,0.25469812075169934,0.13445026655816747,0.1839372594582819,0.1983679347173887,0.25469812075169934
67,Young Children,35,-1.2,-3.7,-12.8,-47.5,128817.0,29743.0,6931.0,1424.0,0.1184315734724454,0.09508119557542952,0.11715481171548117,0.15379213483146068,0.11704976827592631,0.09158457452173621,0.10214976193911413,0.08075842696629214
68,Young Children,41,-1.4,-6.0,-21.9,0.0,129111.0,27402.0,6457.0,879.0,0.13072472523642448,0.14404058097949055,0.16787982035000773,0.09783845278725825,0.12888909542951413,0.13539157725713452,0.131175468483816,0.09783845278725825
69,Young Children,19,-0.9,-0.9,0.0,,131020.0,29989.0,7746.0,1114.0,0.1352999542054648,0.15155557037580447,0.08675445391169635,0.0,0.13404060448786445,0.15018840241421855,0.08675445391169635,0.0
70,Young Children,34,-5.5,-17.8,-85.9,,127822.0,27536.0,6461.0,1359.0,0.12073821407895355,0.1048445671121441,0.039622349481504414,0.0,0.11410398835881147,0.08614177803602556,0.005571892895836558,0.0
71,Young Children,37,0.0,0.0,0.0,0.0,122349.0,28596.0,7726.0,1863.0,0.12739785368086376,0.15928801230941392,0.14380015531969972,0.166935050993022,0.12739785368086376,0.15928801230941392,0.14380015531969972,0.166935050993022
72,Young Children,30,-1.3,-8.1,-35.7,,123044.0,23675.0,7353.0,1827.0,0.10163843828224049,0.0824920802534319,0.06024751801985584,0.0,0.10035434478723058,0.07581837381203801,0.03875968992248062,0.0
73,Young Children,46,-0.2,0.0,0.0,0.0,137200.0,34818.0,9471.0,2285.0,0.1326530612244898,0.1216899304957206,0.16017316017316016,0.2603938730853392,0.13238338192419824,0.1216899304957206,0.16017316017316016,0.2603938730853392
74,Young Children,39,-5.2,-11.2,-20.6,-48.9,126598.0,28388.0,8763.0,2426.0,0.14149512630531288,0.19356770466394252,0.19936094944653657,0.17518549051937346,0.13411744261362737,0.17190362124841482,0.1582791281524592,0.08944765045342128
75,Young Children,47,-3.0,-2.4,0.0,,120836.0,28092.0,7350.0,638.0,0.12226488794730048,0.15068346860316104,0.10108843537414966,0.0,0.11857393492005694,0.14712373629503062,0.10108843537414966,0.0
76,Young Children,27,-2.3,-2.3,0.0,,127184.0,31363.0,9208.0,1178.0,0.12672191470625235,0.15106973184963174,0.06657254561251086,0.0,0.12385991948672789,0.14756241430985556,0.06657254561251086,0.0
77,Young Children,17,0.0,0.0,0.0,0.0,110063.0,23709.0,5696.0,935.0,0.12034925451786704,0.11877346155468388,0.042837078651685394,0.12299465240641712,0.12034925451786704,0.11877346155468388,0.042837078651685394,0.12299465240641712
78,Young Children,44,-3.1,-8.5,-25.0,0.0,131958.0,28872.0,6196.0,1646.0,0.12159171857712302,0.14325297866445,0.2275661717236927,0.2290400972053463,0.11784810318434653,0.1310612357993904,0.17075532601678503,0.2290400972053463
79,Young Children,5,-3.5,-10.2,-26.7,-45.6,135216.0,30235.0,9164.0,1607.0,0.12003017394391197,0.12578137919629567,0.15899170667830642,0.28126944617299315,0.11579990533664655,0.11291549528691913,0.116542994325622,0.15308027380211575
80,Young Children,33,-0.8,0.0,0.0,0.0,129976.0,30030.0,7633.0,1162.0,0.13397858066104512,0.19507159507159508,0.1447661469933185,0.2848537005163511,0.13294762109927988,0.19507159507159508,0.1447661469933185,0.2848537005163511
81,Young Children,13,-3.2,-1.4,-3.9,0.0,128915.0,31662.0,7928.0,1467.0,0.12502811930341698,0.17522582275282672,0.24646821392532794,0.2883435582822086,0.12108753830043052,0.17282546901648663,0.2368819374369324,0.2883435582822086
82,Young Children,3,-1.8,-8.4,0.0,0.0,122220.0,26842.0,5907.0,1172.0,0.11453935526100474,0.11344162133969153,0.09378703233451836,0.31313993174061433,0.11243658975617739,0.10386707398852545,0.09378703233451836,0.31313993174061433
83,Young Children,8,-2.9,-6.9,-14.8,0.0,127160.0,26361.0,6719.0,1110.0,0.11674268637936458,0.12070862258639657,0.2192290519422533,0.36396396396396397,0.11339257628184964,0.11243883008990554,0.18678374758148533,0.36396396396396397
84,Young Children,40,-0.7,0.0,0.0,,120985.0,28451.0,9358.0,1761.0,0.1058560978633715,0.09089311447752275,0.10141055781149819,0.0,0.10516179691697318,0.09089311447752275,0.10141055781149819,0.0
85,Young Children,23,-2.0,-2.6,-8.0,0.0,128914.0,28790.0,8331.0,1773.0,0.1288998867462029,0.14164640500173672,0.16036490217260832,0.3260011280315849,0.12630125510029944,0.13792983674887113,0.1475213059656704,0.3260011280315849
86,Young Children,1,-0.2,0.0,0.0,,119464.0,22352.0,5990.0,947.0,0.11882240675015067,0.13770579813886902,0.08046744574290485,0.0,0.11854617290564522,0.13770579813886902,0.08046744574290485,0.0
87,Young Children,22,-3.6,-10.7,-13.7,-24.1,119274.0,23859.0,6729.0,1729.0,0.10300652279625065,0.10306383335428979,0.0606330806954971,0.1341816078658184,0.09932592182705367,0.09208265224862736,0.05231089314905632,0.10179294389820706
88,Young Children,6,-1.0,0.0,0.0,0.0,121975.0,25526.0,7227.0,1546.0,0.10561180569788892,0.11599937318812191,0.16216964162169642,0.18240620957309184,0.10458700553392089,0.11599937318812191,0.16216964162169642,0.18240620957309184
89,Young Children,2,-1.2,-4.2,-16.7,-28.8,123822.0,25954.0,7453.0,1119.0,0.11824231558204519,0.15623795946674887,0.13819938279887295,0.5335120643431636,0.11685322479042497,0.14961084996532326,0.11512142761304173,0.37980339588918677
