,reform,district,total_pov_change,child_pov_change,young_child_pov_change,baby_pov_change,population,child_population,young_child_population,baby_population,total_pov_rate,child_pov_rate,young_child_pov_rate,baby_pov_rate,new_total_pov_rate,new_child_pov_rate,new_young_child_pov_rate,new_baby_pov_rate
124,Babies,27,-0.7,0.0,0.0,,127184.0,31363.0,9208.0,1178.0,0.12672191470625235,0.15106973184963174,0.06657254561251086,0.0,0.12581771291986413,0.15106973184963174,0.06657254561251086,0.0
125,Babies,17,0.0,0.0,0.0,0.0,110063.0,23709.0,5696.0,935.0,0.12034925451786704,0.11877346155468388,0.042837078651685394,0.12299465240641712,0.12034925451786704,0.11877346155468388,0.042837078651685394,0.12299465240641712
126,Babies,44,0.0,0.0,0.0,0.0,131958.0,28872.0,6196.0,1646.0,0.12159171857712302,0.14325297866445,0.2275661717236927,0.2290400972053463,0.12159171857712302,0.14325297866445,0.2275661717236927,0.2290400972053463
127,Babies,5,0.0,0.0,0.0,0.0,135216.0,30235.0,9164.0,1607.0,0.12003017394391197,0.12578137919629567,0.15899170667830642,0.28126944617299315,0.12003017394391197,0.12578137919629567,0.15899170667830642,0.28126944617299315
128,Babies,33,0.0,0.0,0.0,0.0,129976.0,30030.0,7633.0,1162.0,0.13397858066104512,0.19507159507159508,0.1447661469933185,0.2848537005163511,0.13397858066104512,0.19507159507159508,0.1447661469933185,0.2848537005163511
129,Babies,13,-0.8,0.0,0.0,0.0,128915.0,31662.0,7928.0,1467.0,0.12502811930341698,0.17522582275282672,0.24646821392532794,0.2883435582822086,0.12405073110188884,0.17522582275282672,0.24646821392532794,0.2883435582822086
130,Babies,3,0.0,0.0,0.0,0.0,122220.0,26842.0,5907.0,1172.0,0.11453935526100474,0.11344162133969153,0.09378703233451836,0.31313993174061433,0.11453935526100474,0.11344162133969153,0.09378703233451836,0.31313993174061433
131,Babies,8,0.0,0.0,0.0,0.0,127160.0,26361.0,6719.0,1110.0,0.11674268637936458,0.12070862258639657,0.2192290519422533,0.36396396396396397,0.11674268637936458,0.12070862258639657,0.2192290519422533,0.36396396396396397
132,Babies,40,-0.7,0.0,0.0,,120985.0,28451.0,9358.0,1761.0,0.1058560978633715,0.09089311447752275,0.10141055781149819,0.0,0.10516179691697318,0.09089311447752275,0.10141055781149819,0.0
133,Babies,23,-0.4,0.0,0.0,0.0,128914.0,28790.0,8331.0,1773.0,0.1288998867462029,0.14164640500173672,0.16036490217260832,0.3260011280315849,0.12841118885458522,0.14164640500173672,0.16036490217260832,0.3260011280315849
134,Babies,1,0.0,0.0,0.0,,119464.0,22352.0,5990.0,947.0,0.11882240675015067,0.13770579813886902,0.08046744574290485,0.0,0.11882240675015067,0.13770579813886902,0.08046744574290485,0.0
135,Babies,22,-0.5,-2.3,-13.7,-24.1,119274.0,23859.0,6729.0,1729.0,0.10300652279625065,0.10306383335428979,0.0606330806954971,0.1341816078658184,0.1025370156111139,0.1007167106752169,0.05231089314905632,0.10179294389820706
136,Babies,6,0.0,0.0,0.0,0.0,121975.0,25526.0,7227.0,1546.0,0.10561180569788892,0.11599937318812191,0.16216964162169642,0.18240620957309184,0.10561180569788892,0.11599937318812191,0.16216964162169642,0.18240620957309184
137,Babies,2,-1.2,-4.2,-16.7,-28.8,123822.0,25954.0,7453.0,1119.0,0.11824231558204519,0.15623795946674887,0.13819938279887295,0.5335120643431636,0.11685322479042497,0.14961084996532326,0.11512142761304173,0.37980339588918677
138,Babies,4,0.0,0.0,0.0,,119167.0,27669.0,6028.0,1049.0,0.1300192167294637,0.10470201308323394,0.12541473125414732,0.0,0.1300192167294637,0.10470201308323394,0.12541473125414732,0.0
139,Babies,42,0.0,0.0,0.0,0.0,115405.0,24359.0,6874.0,1300.0,0.117013994194359,0.11876513814195985,0.1203084084957812,0.07076923076923076,0.117013994194359,0.11876513814195985,0.1203084084957812,0.07076923076923076
140,Babies,14,0.0,0.0,0.0,0.0,129967.0,31564.0,7900.0,1020.0,0.158278639962452,0.16249524775060195,0.0920253164556962,0.043137254901960784,0.158278639962452,0.16249524775060195,0.0920253164556962,0.043137254901960784
141,Babies,7,-0.8,-2.6,-6.2,-23.6,127749.0,25190.0,7457.0,1260.0,0.13435721610345286,0.1980547836443033,0.27732332037012203,0.43412698412698414,0.13334742346319736,0.1929337038507344,0.26002413839345584,0.33174603174603173
142,Babies,12,0.0,0.0,0.0,0.0,118691.0,27529.0,7363.0,1074.0,0.1299087546654759,0.12434160340005085,0.13513513513513514,0.44692737430167595,0.1299087546654759,0.12434160340005085,0.13513513513513514,0.44692737430167595
143,Babies,18,0.0,0.0,0.0,,124427.0,28774.0,7722.0,1632.0,0.14836811945960282,0.18318620977271147,0.18324268324268325,0.0,0.14836811945960282,0.18318620977271147,0.18324268324268325,0.0
